unix_second,endpoint,mean_sensor_power_w,mean_clock_mhz,samples
1789199296,P0,61.78929411764706,1200,17
1789199297,P0,62.680058823529414,1200,17
1789199298,P0,62.146470588235296,1200,17
1789199299,P0,61.518235294117645,1200,17
1789199300,P0,61.554529411764705,1200,17
1789199301,P0,61.569,1200,17
1789199302,P0,61.569,1200,17
1789199303,P0,61.68288235294118,1200,17
1789199304,P0,61.918749999999996,1200,16
1789199305,P0,62.242823529411766,1200,17
1789199306,P0,62.72729411764706,1200,17
1789199307,P0,62.755,1200,17
1789199308,P0,62.29570588235294,1200,17
1789199309,P0,62.78370588235294,1027.9411764705883,17
1789199310,P0,65.83505882352941,1005,17
1789199311,P0,62.81276470588235,1005,17
1789199312,P0,60.90717647058824,1005,17
1789199313,P0,60.957,1005,17
1789199314,P0,60.957352941176474,1005,17
1789199315,P0,61.05025,1005,16
1789199316,P0,61.16164705882353,1005,17
1789199317,P0,60.99788235294118,1005,17
1789199318,P0,60.916562500000005,1005,16
1789199319,P0,61.34370588235294,1005,17
1789199320,P0,61.64576470588235,1005,17
1789199321,P0,61.176875,1005,16
1789199322,P0,64.59711764705882,1005,17
1789199323,P0,65.85094117647058,1005,17
1789199324,P0,62.49270588235294,1005,17
1789199325,P0,61.3575,1005,16
1789199326,P0,61.01323529411765,1005,17
1789199327,P0,60.905058823529416,1005,17
1789199328,P0,61.2370625,1005,16
1789199329,P0,61.38641176470588,1005,17
1789199330,P0,61.199823529411766,1005,17
1789199331,P0,61.4973125,1005,16
1789199332,P0,61.622647058823524,1005,17
1789199333,P0,61.25311764705882,1005,17
1789199334,P0,61.20976470588236,1005,17
1789199335,P0,61.2590625,1005,16
1789199336,P0,61.32611764705882,1005,17
1789199337,P0,68.7835294117647,1005,17
1789199338,P0,66.50725,1005,16
1789199339,P0,61.22670588235294,1005,17
1789199340,P0,60.84488235294118,1005,17
1789199341,P0,60.95582352941177,1005,17
1789199342,P0,61.306125,1005,16
1789199343,P0,61.22135294117647,1005,17
1789199344,P0,60.85970588235294,1005,17
1789199345,P0,61.06675,1005,16
1789199346,P0,61.73141176470588,1005,17
1789199347,P0,61.358705882352936,1005,17
1789199348,P0,60.98458823529412,1005,17
1789199349,P0,61.19170588235294,1005,17
1789199350,P0,61.5495294117647,1005,17
1789199351,P0,61.895375,1005,16
1789199352,P0,61.4855294117647,1005,17
1789199353,P0,60.905647058823526,1005,17
1789199354,P0,60.94364705882353,1005,17
1789199355,P0,61.06564705882353,1005,17
1789199356,P0,62.896764705882354,906.1764705882352,17
1789199357,P0,64.727625,900,16
1789199358,P0,62.321,900,17
1789199359,P0,60.850235294117645,900,17
1789199360,P0,60.88494117647058,900,17
1789199361,P0,60.997882352941176,900,17
1789199362,P0,61.12794117647059,900,17
1789199363,P0,61.25841176470588,900,17
1789199364,P0,61.38088235294118,900,17
1789199365,P0,61.503882352941176,900,17
1789199366,P0,61.33888235294118,900,17
1789199367,P0,60.792,900,17
1789199368,P0,60.468,900,17
1789199369,P0,65.501625,900,16
1789199370,P0,64.99376470588236,900,17
1789199371,P0,61.66511764705882,900,17
1789199372,P0,60.59876470588235,900,17
1789199373,P0,60.66994117647059,900,17
1789199374,P0,60.79258823529412,900,17
1789199375,P0,60.910117647058826,900,17
1789199376,P0,61.18882352941176,900,17
1789199377,P0,61.094625,900,16
1789199378,P0,60.66935294117647,900,17
1789199379,P0,60.46858823529412,900,17
1789199380,P0,60.469,900,17
1789199381,P0,60.468411764705884,900,17
1789199382,P0,60.46858823529412,900,17
1789199383,P0,61.05229411764706,900,17
1789199384,P0,68.35941176470588,900,17
1789199385,P0,64.84482352941176,900,17
1789199386,P0,60.863882352941175,900,17
1789199387,P0,60.96517647058823,900,17
1789199388,P0,61.086176470588235,900,17
1789199389,P0,61.200250000000004,900,16
1789199390,P0,61.40841176470588,900,17
1789199391,P0,61.00723529411765,900,17
1789199392,P0,60.48370588235294,900,17
1789199393,P0,60.594125,900,16
1789199394,P0,60.58164705882353,900,17
1789199395,P0,60.488352941176466,900,17
1789199396,P0,60.6535294117647,900,17
1789199397,P0,61.077375,900,16
1789199398,P0,60.905470588235296,900,17
1789199399,P0,60.488,900,17
1789199400,P0,60.60711764705883,900,17
1789199401,P0,60.74170588235294,900,17
1789199402,P0,60.97125,913.125,16
1789199403,P0,63.92894117647059,1110,17
1789199404,P0,67.02294117647058,1110,17
1789199405,P0,63.652764705882355,1110,17
1789199406,P0,61.56852941176471,1110,17
1789199407,P0,61.56941176470588,1110,17
1789199408,P0,61.571,1110,17
1789199409,P0,61.571,1110,17
1789199410,P0,61.8775,1110,16
1789199411,P0,62.184,1110,17
1789199412,P0,62.023875,1110,16
1789199413,P0,61.87541176470588,1110,17
1789199414,P0,61.82517647058823,1110,17
1789199415,P0,61.638588235294115,1110,17
