window_id,policy,workload,repeat,request_id,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms
b01-r01-static-prefill_heavy,STATIC,prefill_heavy,1,phase3c-b01-r01-static-prefill_heavy-0000,P0,D0,504.29325699224137,58.120741127317565,58.10866731778896,4165.899948013248
b01-r01-static-prefill_heavy,STATIC,prefill_heavy,1,phase3c-b01-r01-static-prefill_heavy-0001,P0,D1,497.11362697416916,58.06915004763545,58.06497836509527,4155.470079975203
b01-r01-static-prefill_heavy,STATIC,prefill_heavy,1,phase3c-b01-r01-static-prefill_heavy-0002,P1,D0,480.18315801164135,58.08692160321193,58.08232472987757,4139.659219013993
b01-r01-static-prefill_heavy,STATIC,prefill_heavy,1,phase3c-b01-r01-static-prefill_heavy-0003,P1,D1,455.49557099002413,58.097345238026705,58.09336539684972,4115.6283209857065
b01-r02-static-prefill_heavy,STATIC,prefill_heavy,2,phase3c-b01-r02-static-prefill_heavy-0000,P0,D0,487.6838949858211,58.09569087328522,58.06913401604453,4147.71242000279
b01-r02-static-prefill_heavy,STATIC,prefill_heavy,2,phase3c-b01-r02-static-prefill_heavy-0001,P0,D1,472.1220860083122,58.09736452370305,58.09319036502746,4132.256051001605
b01-r02-static-prefill_heavy,STATIC,prefill_heavy,2,phase3c-b01-r02-static-prefill_heavy-0002,P1,D0,453.51622501038946,58.08490492026543,58.080387999772995,4112.865234987112
b01-r02-static-prefill_heavy,STATIC,prefill_heavy,2,phase3c-b01-r02-static-prefill_heavy-0003,P1,D1,454.53040598658845,58.08999880987574,58.08487376207412,4114.20033100876
b01-r03-static-prefill_heavy,STATIC,prefill_heavy,3,phase3c-b01-r03-static-prefill_heavy-0000,P0,D0,486.0849999822676,58.101252333486514,58.095397063649244,4146.463896991918
b01-r03-static-prefill_heavy,STATIC,prefill_heavy,3,phase3c-b01-r03-static-prefill_heavy-0001,P0,D1,488.9206550142262,58.06824365087474,58.064316126835784,4147.220005019335
b01-r03-static-prefill_heavy,STATIC,prefill_heavy,3,phase3c-b01-r03-static-prefill_heavy-0002,P1,D0,457.8325449838303,58.075730650988774,58.07142050813011,4116.603575996123
b01-r03-static-prefill_heavy,STATIC,prefill_heavy,3,phase3c-b01-r03-static-prefill_heavy-0003,P1,D1,460.78103000763804,58.0865625557231,58.08213614306176,4120.234471018193
b01-r04-static-prefill_heavy,STATIC,prefill_heavy,4,phase3c-b01-r04-static-prefill_heavy-0000,P0,D0,474.6302240237128,58.095027793324476,58.0819539840348,4134.616975003155
b01-r04-static-prefill_heavy,STATIC,prefill_heavy,4,phase3c-b01-r04-static-prefill_heavy-0001,P0,D1,475.7726259995252,58.069409031535514,58.064864475801144,4134.1453949862625
b01-r04-static-prefill_heavy,STATIC,prefill_heavy,4,phase3c-b01-r04-static-prefill_heavy-0002,P1,D0,461.8854389991611,58.081895206308374,58.07754063483564,4121.044836996589
b01-r04-static-prefill_heavy,STATIC,prefill_heavy,4,phase3c-b01-r04-static-prefill_heavy-0003,P1,D1,446.89849999849685,58.07532787291585,58.071178126810416,4105.644155992195
b01-r05-static-prefill_heavy,STATIC,prefill_heavy,5,phase3c-b01-r05-static-prefill_heavy-0000,P0,D0,418.3275399846025,58.08723780986232,58.08202968263585,4077.8235220059287
b01-r05-static-prefill_heavy,STATIC,prefill_heavy,5,phase3c-b01-r05-static-prefill_heavy-0001,P0,D1,455.4947610013187,58.09045909526979,58.08601677805806,4115.193684003316
b01-r05-static-prefill_heavy,STATIC,prefill_heavy,5,phase3c-b01-r05-static-prefill_heavy-0002,P1,D0,472.90875102044083,58.08429714266418,58.07957053923654,4132.219471008284
b01-r05-static-prefill_heavy,STATIC,prefill_heavy,5,phase3c-b01-r05-static-prefill_heavy-0003,P1,D1,469.48662798968144,58.09847611124583,58.093773159069116,4129.690622998169
b02-r01-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,1,phase3c-b02-r01-full_feedback-both_heavy-0000,P0,D1,224.78411201154813,56.979417188806224,56.9741100393232,7461.170094989939
b02-r01-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,1,phase3c-b02-r01-full_feedback-both_heavy-0001,P0,D1,211.84885999537073,56.98479233079546,56.98264538590965,7448.917486006394
b02-r01-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,1,phase3c-b02-r01-full_feedback-both_heavy-0002,P0,D1,212.76170798228122,56.98636455134137,56.98432888208676,7450.030006002635
b02-r01-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,1,phase3c-b02-r01-full_feedback-both_heavy-0003,P0,D1,227.97884297324345,56.981592417344466,56.97961734661899,7464.641079975991
b02-r02-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,2,phase3c-b02-r02-full_feedback-both_heavy-0000,P0,D1,249.24283800646663,58.055738819026075,58.05344536224945,7622.321668022778
b02-r02-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,2,phase3c-b02-r02-full_feedback-both_heavy-0001,P0,D1,244.98072199639864,58.07034559841231,58.06816201569975,7619.914612994762
b02-r02-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,2,phase3c-b02-r02-full_feedback-both_heavy-0002,P0,D1,240.69272199994884,58.07063268501253,58.06519977948225,7615.66307299654
b02-r02-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,2,phase3c-b02-r02-full_feedback-both_heavy-0003,P0,D1,241.6929420141969,58.06880855110591,58.066823110250226,7616.431628004648
b02-r03-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,3,phase3c-b02-r03-full_feedback-both_heavy-0000,P0,D1,235.18230000627227,58.06268922050528,58.0586070237465,7609.143831010442
b02-r03-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,3,phase3c-b02-r03-full_feedback-both_heavy-0001,P0,D1,237.74322698591277,58.06912632276832,58.06692788976897,7612.5222699774895
b02-r03-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,3,phase3c-b02-r03-full_feedback-both_heavy-0002,P0,D1,229.2271000042092,58.070683755818386,58.06865705512684,7604.203936993144
b02-r03-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,3,phase3c-b02-r03-full_feedback-both_heavy-0003,P0,D1,227.271768002538,58.056297551154884,58.05143942519304,7600.421556999208
b02-r04-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,4,phase3c-b02-r04-full_feedback-both_heavy-0000,P0,D1,239.84902401571162,58.05860718897375,58.056124149616366,7613.292137015378
b02-r04-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,4,phase3c-b02-r04-full_feedback-both_heavy-0001,P0,D1,228.25135602033697,58.07251139364286,58.06724211007657,7603.46030301298
b02-r04-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,4,phase3c-b02-r04-full_feedback-both_heavy-0002,P0,D1,233.17650900571607,58.06744405513952,58.065505102267636,7607.741904008435
b02-r04-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,4,phase3c-b02-r04-full_feedback-both_heavy-0003,P0,D1,242.72461101645604,58.06470518898747,58.06271925199168,7616.942170017865
b02-r05-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,5,phase3c-b02-r05-full_feedback-both_heavy-0000,P0,D1,246.9315099879168,58.05054707081409,58.044836480366655,7619.350987981306
b02-r05-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,5,phase3c-b02-r05-full_feedback-both_heavy-0001,P0,D1,239.7762699984014,58.06568855127342,58.06336720477731,7614.118716010125
b02-r05-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,5,phase3c-b02-r05-full_feedback-both_heavy-0002,P0,D1,239.23520400421694,58.071152000013356,58.06908527559667,7614.271508005913
b02-r05-full_feedback-both_heavy,FULL_FEEDBACK,both_heavy,5,phase3c-b02-r05-full_feedback-both_heavy-0003,P0,D1,238.40502099483274,58.06818025967649,58.065882692843175,7613.063913973747
b03-r01-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,1,phase3c-b03-r01-feedback_dvfs_only-both_heavy-0000,P0,D0,251.831030996982,56.96471082688287,56.96189350413716,7486.349306011107
b03-r01-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,1,phase3c-b03-r01-feedback_dvfs_only-both_heavy-0001,P0,D0,233.15072801779024,56.976351543241655,56.97194691339515,7469.147374009481
b03-r01-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,1,phase3c-b03-r01-feedback_dvfs_only-both_heavy-0002,P0,D0,212.78516598977149,56.97508588205019,56.97282118123304,7448.621073010145
b03-r01-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,1,phase3c-b03-r01-feedback_dvfs_only-both_heavy-0003,P0,D0,235.05590698914602,56.979210425340604,56.976912551198346,7471.415631007403
b03-r02-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,2,phase3c-b03-r02-feedback_dvfs_only-both_heavy-0000,P0,D0,252.727863000473,58.04826650405523,58.04538403158296,7624.857709015487
b03-r02-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,2,phase3c-b03-r02-feedback_dvfs_only-both_heavy-0001,P0,D0,235.65541100106202,58.0652061259506,58.06267637792447,7609.9365889967885
b03-r02-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,2,phase3c-b03-r02-feedback_dvfs_only-both_heavy-0002,P0,D0,234.98921500868164,58.05791994487119,58.05502048034521,7608.3450480073225
b03-r02-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,2,phase3c-b03-r02-feedback_dvfs_only-both_heavy-0003,P0,D0,234.16314797941595,58.06637408672905,58.062339677314064,7608.592656994006
b03-r03-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,3,phase3c-b03-r03-feedback_dvfs_only-both_heavy-0000,P0,D0,239.86143001820892,58.053176527417556,58.050069125877016,7612.614849000238
b03-r03-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,3,phase3c-b03-r03-feedback_dvfs_only-both_heavy-0001,P0,D0,239.21832599444315,58.065212401607276,58.06209991354216,7613.500300998567
b03-r03-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,3,phase3c-b03-r03-feedback_dvfs_only-both_heavy-0002,P0,D0,237.1783039998263,58.064428165208504,58.06204917319082,7611.360680981306
b03-r03-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,3,phase3c-b03-r03-feedback_dvfs_only-both_heavy-0003,P0,D0,235.08455901173875,58.06514236999961,58.06287366133293,7609.35764000169
b03-r04-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,4,phase3c-b03-r04-feedback_dvfs_only-both_heavy-0000,P0,D0,240.2712169860024,58.05152533076315,58.048207574756816,7612.814933992922
b03-r04-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,4,phase3c-b03-r04-feedback_dvfs_only-both_heavy-0001,P0,D0,235.77561098500155,58.06401420492811,58.061250118129905,7609.905415010871
b03-r04-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,4,phase3c-b03-r04-feedback_dvfs_only-both_heavy-0002,P0,D0,235.2233650162816,58.06363334647365,58.06106514953751,7609.304800018435
b03-r04-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,4,phase3c-b03-r04-feedback_dvfs_only-both_heavy-0003,P0,D0,235.3977599996142,58.062537826733355,58.0588681653131,7609.34006399475
b03-r05-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,5,phase3c-b03-r05-feedback_dvfs_only-both_heavy-0000,P0,D0,240.17244100105017,58.04635174815382,58.04144803940604,7612.059113016585
b03-r05-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,5,phase3c-b03-r05-feedback_dvfs_only-both_heavy-0001,P0,D0,236.8929990043398,58.063629732327904,58.06106911797084,7610.973975009983
b03-r05-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,5,phase3c-b03-r05-feedback_dvfs_only-both_heavy-0002,P0,D0,233.5222999972757,58.06586263778319,58.06357011026666,7607.886854995741
b03-r05-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,5,phase3c-b03-r05-feedback_dvfs_only-both_heavy-0003,P0,D0,236.4058659877628,58.0555304330792,58.052800669322,7609.458230988821
b04-r01-static-small_light,STATIC,small_light,1,phase3c-b04-r01-static-small_light-0000,P0,D0,190.54170002345927,55.93684674582503,55.92548379365961,3714.5630450104363
b04-r01-static-small_light,STATIC,small_light,1,phase3c-b04-r01-static-small_light-0001,P0,D1,199.72165502258576,55.94509471409275,55.941153126898115,3724.2626220104285
b04-r01-static-small_light,STATIC,small_light,1,phase3c-b04-r01-static-small_light-0002,P1,D0,188.45835598767735,55.96349401619389,55.957778682655075,3714.1584790078923
b04-r01-static-small_light,STATIC,small_light,1,phase3c-b04-r01-static-small_light-0003,P1,D1,206.02831500582397,55.94879023810213,55.9449781112129,3730.802100006258
b04-r02-static-small_light,STATIC,small_light,2,phase3c-b04-r02-static-small_light-0000,P0,D0,170.7527679973282,55.948648650738754,55.94436314265569,3695.5176329938695
b04-r02-static-small_light,STATIC,small_light,2,phase3c-b04-r02-static-small_light-0001,P0,D1,177.79511198750697,55.96015652381105,55.956242603272024,3703.2849729876034
b04-r02-static-small_light,STATIC,small_light,2,phase3c-b04-r02-static-small_light-0002,P1,D0,184.00050399941392,55.9536655875115,55.94968814301186,3709.0814360126387
b04-r02-static-small_light,STATIC,small_light,2,phase3c-b04-r02-static-small_light-0003,P1,D1,181.8713969842065,55.95227322238128,55.9478523653178,3706.864609994227
b04-r03-static-small_light,STATIC,small_light,3,phase3c-b04-r03-static-small_light-0000,P0,D0,185.1850049861241,55.95478133366827,55.94987433361229,3710.3362290072255
b04-r03-static-small_light,STATIC,small_light,3,phase3c-b04-r03-static-small_light-0001,P0,D1,199.51706600841135,55.95144230155422,55.94745504767782,3724.4579310063273
b04-r03-static-small_light,STATIC,small_light,3,phase3c-b04-r03-static-small_light-0002,P1,D0,189.91707600071095,55.969309412397536,55.954983015821895,3715.9835689817555
b04-r03-static-small_light,STATIC,small_light,3,phase3c-b04-r03-static-small_light-0003,P1,D1,205.93138100230135,55.86729341256802,55.86274155546793,3725.5708659940865
b04-r04-static-small_light,STATIC,small_light,4,phase3c-b04-r04-static-small_light-0000,P0,D0,174.98271400108933,55.95741863501081,55.9528534922431,3700.3000880067702
b04-r04-static-small_light,STATIC,small_light,4,phase3c-b04-r04-static-small_light-0001,P0,D1,175.79547897912562,55.9473094444478,55.94232417495241,3700.475973979337
b04-r04-static-small_light,STATIC,small_light,4,phase3c-b04-r04-static-small_light-0002,P1,D0,178.06738300714642,55.95750519026455,55.95328184103386,3703.390209993813
b04-r04-static-small_light,STATIC,small_light,4,phase3c-b04-r04-static-small_light-0003,P1,D1,176.24159500701353,55.953066809461376,55.949119428294665,3701.2848040030804
b04-r05-static-small_light,STATIC,small_light,5,phase3c-b04-r05-static-small_light-0000,P0,D0,184.56176199833862,55.94739590499861,55.938419730251006,3709.2477040132508
b04-r05-static-small_light,STATIC,small_light,5,phase3c-b04-r05-static-small_light-0001,P0,D1,200.17194500542246,55.941913730098996,55.93799106316597,3724.5125100016594
b04-r05-static-small_light,STATIC,small_light,5,phase3c-b04-r05-static-small_light-0002,P1,D0,185.81872602226213,55.95293984099823,55.94899544412906,3710.853936005151
b04-r05-static-small_light,STATIC,small_light,5,phase3c-b04-r05-static-small_light-0003,P1,D1,202.03304299502634,55.95031847608172,55.946089031677396,3726.903106988175
b05-r01-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,1,phase3c-b05-r01-feedback_routing_only-both_heavy-0000,P0,D1,228.5609469981864,56.39656950393325,56.39047644882074,7390.925273997709
b05-r01-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,1,phase3c-b05-r01-feedback_routing_only-both_heavy-0001,P0,D1,218.24969499721192,56.39925866922195,56.396930330702446,7380.9555459883995
b05-r01-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,1,phase3c-b05-r01-feedback_routing_only-both_heavy-0002,P0,D1,231.25196000910364,56.39872933058691,56.3962109525336,7393.890584993642
b05-r01-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,1,phase3c-b05-r01-feedback_routing_only-both_heavy-0003,P0,D1,219.14211398689076,56.40065749625008,56.3982219371567,7382.025616010651
b05-r02-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,2,phase3c-b05-r02-feedback_routing_only-both_heavy-0000,P0,D1,228.70278402115218,56.39128444082008,56.388724724327645,7390.395908005303
b05-r02-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,2,phase3c-b05-r02-feedback_routing_only-both_heavy-0001,P0,D1,219.6541760058608,56.402548464467955,56.400098866099256,7382.777830993291
b05-r02-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,2,phase3c-b05-r02-feedback_routing_only-both_heavy-0002,P0,D1,233.8660429813899,56.40043113399003,56.39823755903873,7396.720796998125
b05-r02-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,2,phase3c-b05-r02-feedback_routing_only-both_heavy-0003,P0,D1,212.53054300905205,56.40379907072918,56.40163933069951,7375.813024991658
b05-r03-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,3,phase3c-b05-r03-feedback_routing_only-both_heavy-0000,P0,D1,219.69019397511147,56.39000656701969,56.38747927563184,7381.221027986612
b05-r03-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,3,phase3c-b05-r03-feedback_routing_only-both_heavy-0001,P0,D1,217.16359799029306,56.401942763798395,56.39961037801314,7380.210328992689
b05-r03-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,3,phase3c-b05-r03-feedback_routing_only-both_heavy-0002,P0,D1,230.05669299163856,56.40293575601476,56.40091243320086,7393.229534005513
b05-r03-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,3,phase3c-b05-r03-feedback_routing_only-both_heavy-0003,P0,D1,218.25782200903632,56.403279503877094,56.39999749608279,7381.474319001427
b05-r04-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,4,phase3c-b05-r04-feedback_routing_only-both_heavy-0000,P0,D1,235.83692000829615,56.391841976483555,56.38852377177407,7397.600851021707
b05-r04-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,4,phase3c-b05-r04-feedback_routing_only-both_heavy-0001,P0,D1,224.65781099162996,56.40104744884948,56.39848720482147,7387.590836995514
b05-r04-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,4,phase3c-b05-r04-feedback_routing_only-both_heavy-0002,P0,D1,229.98330899281427,56.40196463773321,56.39991363786403,7393.032817984931
b05-r04-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,4,phase3c-b05-r04-feedback_routing_only-both_heavy-0003,P0,D1,229.5270460017491,56.40092780323164,56.39872003156934,7392.444877012167
b05-r05-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,5,phase3c-b05-r05-feedback_routing_only-both_heavy-0000,P0,D1,241.5008820244111,56.39597271636906,56.393551803148156,7403.789417003281
b05-r05-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,5,phase3c-b05-r05-feedback_routing_only-both_heavy-0001,P0,D1,222.8000309842173,56.40269544087423,56.40051908668233,7385.942351975245
b05-r05-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,5,phase3c-b05-r05-feedback_routing_only-both_heavy-0002,P0,D1,220.27639401494525,56.400225417116495,56.39594111006751,7383.10502198874
b05-r05-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,5,phase3c-b05-r05-feedback_routing_only-both_heavy-0003,P0,D1,219.58122198702767,56.40044709457649,56.39830634651493,7382.438002998242
b06-r01-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,1,phase3c-b06-r01-full_feedback-decode_heavy-0000,P0,D0,189.209835982183,56.49783753723764,56.49458556082191,14596.158407977782
b06-r01-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,1,phase3c-b06-r01-full_feedback-decode_heavy-0001,P0,D0,195.59332900098525,56.49672792939122,56.49530936075904,14602.258950995747
b06-r01-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,1,phase3c-b06-r01-full_feedback-decode_heavy-0002,P0,D0,191.06018901220523,56.49402213337667,56.492704698044406,14597.035833023256
b06-r01-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,1,phase3c-b06-r01-full_feedback-decode_heavy-0003,P0,D0,189.28002199390903,56.49401568636463,56.49251234124177,14595.254022016888
b06-r02-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,2,phase3c-b06-r02-full_feedback-decode_heavy-0000,P0,D0,222.61413099477068,57.34592556083739,57.34417060396963,14845.825149008306
b06-r02-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,2,phase3c-b06-r02-full_feedback-decode_heavy-0001,P0,D0,195.11242999578826,57.342987447091396,57.34133861568647,14817.574229004094
b06-r02-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,2,phase3c-b06-r02-full_feedback-decode_heavy-0002,P0,D0,193.62730800639838,57.34564056859681,57.34245626657617,14816.765652998583
b06-r02-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,2,phase3c-b06-r02-full_feedback-decode_heavy-0003,P0,D0,189.7136329789646,57.34012465497169,57.338909854925255,14811.445419996744
b06-r03-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,3,phase3c-b06-r03-full_feedback-decode_heavy-0000,P0,D0,190.93436098773964,57.336581211797345,57.33411814515278,14811.762569996063
b06-r03-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,3,phase3c-b06-r03-full_feedback-decode_heavy-0001,P0,D0,188.16790700657293,57.34330179208579,57.341385227468265,14810.70986398845
b06-r03-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,3,phase3c-b06-r03-full_feedback-decode_heavy-0002,P0,D0,190.21634402452037,57.33977644304818,57.3386310941001,14811.859337001806
b06-r03-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,3,phase3c-b06-r03-full_feedback-decode_heavy-0003,P0,D0,191.2411829980556,57.34048448240512,57.3393382078411,14813.064726011362
b06-r04-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,4,phase3c-b06-r04-full_feedback-decode_heavy-0000,P0,D0,203.20501900278032,57.33862763131494,57.33730672155598,14824.55506498809
b06-r04-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,4,phase3c-b06-r04-full_feedback-decode_heavy-0001,P0,D0,210.95562301343307,57.34572910587303,57.34166965874679,14834.116545011057
b06-r04-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,4,phase3c-b06-r04-full_feedback-decode_heavy-0002,P0,D0,192.73963899468072,57.34369146669575,57.34246888234481,14815.380963002099
b06-r04-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,4,phase3c-b06-r04-full_feedback-decode_heavy-0003,P0,D0,193.85359299485572,57.33815916864128,57.337142458852085,14815.084180998383
b06-r05-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,5,phase3c-b06-r05-full_feedback-decode_heavy-0000,P0,D0,194.8176480073016,57.3386343215437,57.337207988237815,14816.169400000945
b06-r05-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,5,phase3c-b06-r05-full_feedback-decode_heavy-0001,P0,D0,196.26573301502503,57.34427009410152,57.342279572542026,14819.054607010912
b06-r05-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,5,phase3c-b06-r05-full_feedback-decode_heavy-0002,P0,D0,200.96399501198903,57.34277558821144,57.34163732541835,14823.371770005906
b06-r05-full_feedback-decode_heavy,FULL_FEEDBACK,decode_heavy,5,phase3c-b06-r05-full_feedback-decode_heavy-0003,P0,D0,209.2632340209093,57.34212324308578,57.339166121571054,14831.504661007784
b07-r01-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,1,phase3c-b07-r01-full_feedback-prefill_heavy-0000,P0,D0,484.4053430133499,58.07359271409315,58.06868571449914,4143.0416840012185
b07-r01-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,1,phase3c-b07-r01-full_feedback-prefill_heavy-0001,P0,D0,476.03853000327945,58.08551196842306,58.08123333346365,4135.425784013933
b07-r01-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,1,phase3c-b07-r01-full_feedback-prefill_heavy-0002,P0,D0,482.4745589867234,58.07532922231725,58.07152546070043,4141.22029999271
b07-r01-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,1,phase3c-b07-r01-full_feedback-prefill_heavy-0003,P0,D0,473.53536798618734,58.07760233357032,58.072828143070055,4132.424315001117
b07-r02-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,2,phase3c-b07-r02-full_feedback-prefill_heavy-0000,P0,D0,481.28273399197496,58.056149682554874,58.05145469882215,4138.820163992932
b07-r02-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,2,phase3c-b07-r02-full_feedback-prefill_heavy-0001,P0,D0,471.2211890146136,58.070910031563564,58.06568025385902,4129.688521003118
b07-r02-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,2,phase3c-b07-r02-full_feedback-prefill_heavy-0002,P0,D0,464.9545469728764,58.07542820675447,58.070924698508215,4123.706523998408
b07-r02-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,2,phase3c-b07-r02-full_feedback-prefill_heavy-0003,P0,D0,471.449862990994,58.078152428765506,58.074317142618675,4130.3734660032205
b07-r03-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,3,phase3c-b07-r03-full_feedback-prefill_heavy-0000,P0,D0,481.216541986214,58.05448654000574,58.049240302006226,4138.649194006575
b07-r03-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,3,phase3c-b07-r03-full_feedback-prefill_heavy-0001,P0,D0,484.76238900911994,58.07175053956194,58.06705266669659,4143.282673001522
b07-r03-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,3,phase3c-b07-r03-full_feedback-prefill_heavy-0002,P0,D0,463.1267910008319,58.07991468233042,58.075843047210206,4122.161415987648
b07-r03-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,3,phase3c-b07-r03-full_feedback-prefill_heavy-0003,P0,D0,465.65904800081626,58.08123438073958,58.07692936477473,4124.77681398741
b07-r04-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,4,phase3c-b07-r04-full_feedback-prefill_heavy-0000,P0,D0,488.7172339949757,58.05082093658192,58.04595401573424,4145.9189529996365
b07-r04-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,4,phase3c-b07-r04-full_feedback-prefill_heavy-0001,P0,D0,470.64750298159197,58.07900901593726,58.07482922220573,4129.6250709856395
b07-r04-full_feedback-prefill_heavy,FULL_FEEDBACK,prefill_heavy,4,phase3c-b07-r04-full_feedback-prefill_heavy-0002,P0,D0,482.36870201071724,58.073499333298216,58.069635936546895,4140.999160008505
