arrival_time_s,input_len,output_len
8.3775,6351,632
8.3856,301,58
8.3908,985,54
8.3929,120,106
8.4037,968,51
8.5060,572,30
8.5141,765,7
8.5149,388,58
8.5162,2194,3
8.5192,849,53
8.6014,250,44
8.6016,500,70
8.6017,687,7
8.6440,3337,15
8.7632,4415,48
8.8588,802,9
9.0023,423,60
9.0079,527,73
9.0143,480,76
9.0146,197,21
9.1048,4451,365
9.1056,2290,43
9.1056,601,16
9.2605,2786,231
9.2646,592,31
9.2685,2877,418
9.3537,1196,9
9.3840,2299,42
9.5205,252,194
9.6064,4443,581
9.6377,3503,357
9.7562,586,13
9.7640,932,10
9.7643,3212,488
9.7645,1247,43
9.8563,2024,319
9.8647,1797,3
9.8860,3180,279
10.0070,972,20
10.0266,2639,105
10.0274,716,82
10.1343,421,67
10.2542,1368,30
10.2577,1149,52
10.2580,2492,232
10.2744,251,50
10.2750,2946,349
10.3528,2068,3
10.3555,2554,3
10.3862,1965,363
10.5134,556,21
10.6077,1010,148
10.6085,1150,3
10.6093,2316,13
10.6350,929,86
10.7499,3726,3
10.7725,1973,3
10.7727,831,53
10.7747,572,31
10.7752,555,25
10.8496,2839,57
10.8510,715,78
10.8511,572,30
10.8539,546,16
10.8854,2606,440
10.8919,271,112
10.8947,2009,466
11.0059,3081,37
11.0086,3539,423
11.1042,1592,43
11.1082,4266,52
11.1367,811,19
11.1396,1189,18
11.1397,789,38
11.3536,712,7
11.3538,2013,9
11.3890,297,48
11.3896,3879,3
11.5073,2270,375
11.5074,763,22
11.6027,619,24
11.6039,556,21
11.6040,1708,16
11.6078,2325,23
11.7447,2826,339
11.7453,2716,14
11.7640,1817,3
11.7647,2111,120
11.7697,436,19
11.8509,513,81
11.8878,603,33
11.8888,5175,386
11.9962,965,15
12.0131,5171,23
12.1046,3019,3
12.1056,3422,578
12.1091,1913,522
12.1102,362,55
12.1351,2418,21
12.2480,574,29
12.2675,2441,663
12.3906,2704,12
12.4945,1260,129
12.5048,1487,51
12.7581,554,22
12.7667,451,20
12.7672,4414,14
12.7703,2420,488
12.8432,3607,333
12.8438,459,41
12.8607,550,18
12.8654,960,25
12.8874,260,44
13.0076,4366,767
13.0078,944,57
13.0082,346,37
13.0154,3042,11
13.0171,374,97
13.0931,230,140
13.0968,2980,280
13.0977,3322,325
13.1059,673,57
13.1062,598,11
13.1089,623,25
13.1091,558,2
13.1377,1122,90
13.2635,3232,12
13.2641,3868,216
13.2646,615,25
13.2648,492,35
13.2672,2795,77
13.3443,1159,3
13.3545,2897,17
13.5176,2899,274
13.6068,2060,260
13.6103,309,41
13.6259,1718,3
13.6263,1975,343
13.6369,1851,12
13.7443,1810,12
13.7680,264,45
13.8479,1577,18
13.8869,3804,21
13.9968,2145,12
14.0007,2384,451
14.0071,990,111
14.0215,417,10
14.0966,2794,252
14.2642,4620,27
14.2651,2709,267
14.2684,1077,12
14.3468,2399,443
14.3497,1313,3
14.3562,158,72
14.5404,2993,354
14.6032,3719,508
14.6033,576,21
14.6059,225,92
14.6068,2343,10
14.6087,6605,22
14.6093,1585,3
14.7470,684,5
14.7490,5537,20
14.7754,328,126
14.7769,2129,321
14.8577,487,10
14.8836,427,51
14.9982,533,78
14.9984,331,97
15.1031,2493,485
15.1159,7889,3
15.1213,2415,510
15.1340,1019,80
15.2427,331,130
15.2430,329,21
15.3810,580,25
15.3814,365,97
15.3852,3938,3
15.5096,2100,10
15.5096,411,10
15.5101,4239,311
15.5121,819,86
15.5233,317,14
15.5288,435,143
15.6393,2044,180
15.6395,4072,49
15.7431,2074,552
15.7715,2111,423
15.7734,629,32
15.8846,1708,12
15.8857,106,52
15.9938,2424,509
15.9971,1764,3
16.0086,1997,446
16.0237,2301,662
16.1015,540,122
16.1144,741,38
16.2427,267,71
16.2705,529,70
16.3488,2375,3
16.3564,2043,260
16.3587,1477,31
16.3850,592,10
16.3870,434,38
16.3877,457,54
16.4960,1684,3
16.5296,1736,298
16.6035,5788,22
16.6039,430,66
16.6041,1591,51
16.6065,667,51
16.6326,2983,350
16.6359,186,49
16.6362,2833,258
16.6399,601,73
16.6400,228,118
16.6419,311,49
16.7442,2611,337
16.7604,583,3
16.7694,105,47
16.7703,2743,369
16.8516,606,4
16.8574,1491,48
16.8579,603,8
16.8859,470,29
16.9932,386,10
17.0204,568,30
17.0476,3778,38
17.0478,4275,16
17.1066,2586,45
17.1086,2056,220
17.1139,1642,51
17.1375,2921,331
17.1383,558,23
17.2570,654,31
17.2699,636,51
17.2723,652,4
17.3550,733,6
17.3596,211,108
17.3598,1890,40
17.3873,627,33
17.3890,1476,3
17.5071,560,26
17.5241,51,55
17.5257,2077,87
17.5265,415,13
17.6068,646,30
17.6110,3370,733
17.7451,298,3
17.8553,1394,11
17.8906,2055,483
17.8909,827,35
17.9039,2295,387
17.9041,932,28
17.9991,2263,454
18.0161,3134,10
18.0934,6702,3
18.1026,552,18
18.1028,586,34
18.1054,673,20
18.1057,2475,50
18.1092,695,214
18.1378,1812,316
18.1380,1028,14
18.1382,664,77
18.2936,2828,293
18.2947,3293,15
18.3548,547,58
18.3571,468,75
18.3943,548,9
18.5059,692,85
18.5077,6013,15
18.5079,2052,3
18.5168,378,38
18.6030,4349,47
18.6053,857,52
18.7427,596,36
18.7568,2390,420
18.7573,533,38
18.7595,543,5
18.7603,855,108
18.7652,1077,67
18.8851,552,22
18.9930,1770,13
19.0095,468,43
19.0125,2236,9
19.0997,480,54
19.1005,2724,249
19.1033,270,50
19.1086,7521,20
19.1399,7240,3
19.2647,2252,530
19.2828,7092,3
19.2836,2360,563
19.3559,284,148
19.3867,1547,3
19.3873,1695,17
19.3901,514,11
19.5044,330,141
19.6063,2541,15
19.6374,622,48
19.7569,1326,34
19.7755,3651,360
19.8486,2290,324
19.8855,504,94
19.8861,552,21
20.0066,125,45
20.0967,553,76
20.0987,269,47
20.1353,2008,429
20.1381,578,18
20.2580,481,142
20.2644,219,57
20.2668,610,50
20.2675,478,6
20.3463,3436,786
20.3492,261,29
20.3856,3600,12
20.3867,4864,74
20.5001,568,26
20.5968,659,10
20.6360,1391,6
20.6362,462,45
20.7450,449,9
20.7505,1657,3
20.7647,2498,329
20.7657,1386,14
20.7676,650,31
20.8484,369,69
20.8485,574,27
20.9992,3301,510
21.0157,562,24
21.0975,564,28
21.0983,2212,3
21.0986,469,57
21.0997,576,34
21.1351,3589,3
21.1361,1822,3
21.2512,546,12
21.2544,2656,640
21.3511,4579,36
21.3514,460,19
21.5014,159,86
21.7767,5045,3
21.8518,3563,611
21.8542,2352,3
21.8551,615,24
21.8871,624,21
21.8872,1049,21
21.8877,2359,3
22.0140,2259,321
22.0970,4588,760
22.1004,196,74
22.2520,1824,363
22.2523,574,33
22.2675,674,22
22.3465,4363,644
22.3525,606,20
22.3950,700,9
22.4997,4681,15
22.5000,6183,19
22.5004,956,15
22.5184,554,21
22.5969,555,52
22.5994,1172,16
22.5998,2218,21
22.6372,582,37
22.7476,4822,236
22.7479,772,27
22.7855,633,27
22.8502,4594,841
22.8508,1549,329
22.8577,512,168
22.8579,332,43
22.8877,4942,34
23.0183,3339,79
23.0248,2601,537
23.0256,4143,80
23.0279,757,6
23.0431,695,55
23.0972,52,54
23.0993,1250,3
23.1050,1205,14
23.1335,4129,21
23.2584,1170,3
23.2878,5048,15
23.2949,3691,423
23.2950,4109,13
23.3508,753,25
23.3532,2802,322
23.3849,1611,707
23.3877,2808,569
23.4954,2879,624
23.4988,5636,17
23.5054,496,56
23.5070,6192,20
23.5074,130,19
23.6065,621,10
23.6074,2093,53
23.6095,1464,38
23.6405,2458,8
23.7579,554,21
23.7599,562,26
23.7634,57,47
23.7635,650,77
23.7638,539,45
23.8483,589,17
23.8512,565,52
23.8572,861,10
23.9943,3551,722
23.9978,406,45
24.0151,3405,40
24.0180,1117,3
24.0184,3488,296
24.0288,562,21
24.0314,3353,227
24.0980,1039,701
24.1246,4436,605
24.1369,1342,207
24.2467,3966,73
24.2653,375,46
24.2770,2119,129
24.3469,1461,124
24.3864,1770,3
24.3866,357,31
24.5041,367,101
24.5287,1772,11
24.5305,462,82
24.7439,685,13
24.7558,5181,14
24.7804,2691,3
24.7808,562,27
24.7843,558,19
24.7846,689,327
24.8478,563,19
24.8499,3238,613
24.8499,649,9
24.8505,5080,281
24.8849,3773,3
24.9956,552,68
24.9983,607,15
25.0067,556,24
25.0090,5346,20
25.0096,985,103
25.0100,1872,408
25.0964,1299,256
25.1031,2195,346
25.1065,457,55
25.1070,3011,604
25.1071,1527,54
25.2608,4241,678
25.2701,3176,730
25.3463,870,9
25.3511,1074,94
25.3513,274,45
25.3855,556,21
25.3862,1661,253
25.4956,552,19
25.4996,3580,25
25.5878,1203,18
25.5881,990,47
25.6013,588,37
25.6678,442,39
25.7462,2218,530
25.7690,2530,235
25.8596,5349,18
25.8612,1675,10
25.9942,2359,535
26.0439,5392,9
26.0444,820,92
26.1014,2964,328
26.1039,862,232
26.1340,720,69
26.1341,651,10
26.2489,572,7
26.2574,554,20
26.2593,243,53
26.2721,556,19
26.2724,2262,3
26.3464,4571,3
26.3469,3190,3
26.3550,621,23
26.3847,3368,531
26.3856,3280,585
26.5204,492,7
26.5455,2572,288
26.5597,5430,3
26.5988,2172,400
26.6053,3109,322
26.6056,723,43
26.6351,613,57
26.7753,596,74
26.7770,1285,55
26.7772,5723,961
26.8487,1575,27
26.8489,1579,3
26.8538,1164,85
26.8567,97,39
26.8673,3030,50
26.8677,5799,11
26.8842,1812,12
26.9970,2242,376
27.0092,317,11
27.0094,2388,10
27.0098,1890,3
27.0223,473,73
27.0229,5444,120
27.0971,610,73
27.0973,1851,3
27.1056,407,6
27.2447,556,23
27.2452,3247,16
27.2480,594,58
27.2594,552,23
27.2603,562,11
27.2745,574,28
27.3476,435,47
27.3501,496,66
27.3846,940,15
27.5094,1825,3
27.5949,1707,42
27.5952,1860,273
27.5957,562,23
27.5980,893,63
27.6085,4918,3
27.6090,1913,141
27.6094,542,50
27.7807,4134,610
27.7876,3346,466
27.8392,361,42
27.8396,478,55
27.8406,456,7
27.8851,566,29
27.8892,3133,316
27.9950,2275,3
28.0100,5465,483
28.0103,2637,3
28.0219,4378,17
28.0244,235,100
28.0977,1664,44
28.1369,1817,3
28.2587,3816,403
28.2591,4987,240
28.2733,2712,372
28.3478,5682,24
28.3560,2763,3
28.3562,1167,18
28.3870,417,50
28.3883,1553,3
28.3922,2680,641
28.5141,386,35
28.5702,363,41
28.5964,556,21
28.6008,4842,953
28.6366,331,52
28.6403,2493,3
28.7597,601,8
28.7599,737,504
28.7733,2795,399
28.7767,605,18
28.7774,562,26
28.8468,1534,134
28.8875,495,18
28.8892,2044,170
28.8896,4421,581
28.8900,698,6
28.9994,2714,23
29.0218,2995,318
29.0240,2599,411
29.0250,4338,47
29.0251,578,9
29.0937,80,53
29.0965,364,45
29.1041,4261,6
29.1043,463,51
29.1047,665,172
29.1337,356,169
29.2493,601,11
29.2593,1186,42
29.2719,4187,295
29.3469,3742,24
29.3850,2575,3
29.4046,5320,13
29.4047,2742,942
29.5081,552,15
29.5971,1228,48
29.6106,3632,281
29.7897,2072,3
29.7898,4033,60
29.8553,2502,35
29.8876,1114,90
30.0095,588,57
30.0100,1753,3
30.0269,1742,3
30.0288,548,17
30.0290,363,48
30.1007,1643,560
30.1027,1966,3
30.1354,3041,496
30.2820,3725,3
30.3470,300,45
30.3543,962,3
30.3547,366,77
30.3564,568,30
30.3569,899,3
30.5183,860,18
30.5206,365,131
30.5245,404,42
30.6313,849,52
30.6414,4505,3
30.6440,4683,3
30.6441,550,18
30.7736,478,68
30.8498,522,8
30.8506,4305,102
30.8522,3110,384
30.9981,2140,3
31.0019,605,20
31.0044,313,95
31.0062,501,11
31.0194,1161,67
31.1379,3859,53
31.3477,2374,468
31.3495,459,46
31.5983,1826,3
31.6013,572,72
31.6015,3503,11
31.7640,530,63
31.7742,787,7
31.7743,441,12
31.7772,786,6
31.7782,506,37
31.8473,272,53
31.8496,6292,20
31.8562,1195,3
31.8565,564,28
31.9943,570,30
31.9979,1969,476
32.0221,2153,101
32.0280,661,40
32.0437,2247,572
32.0988,718,37
32.0991,4067,622
32.1687,1911,13
32.1694,2029,12
32.3470,550,11
32.4962,5867,421
32.5001,552,18
32.5064,987,53
32.5215,1322,47
32.5966,367,226
32.5969,561,64
32.5971,1037,52
32.6355,2045,461
32.6376,5207,20
32.7650,1887,395
32.7662,889,77
32.7680,1933,3
32.7693,1084,3
32.7702,2859,517
32.7719,603,19
32.8619,3346,18
32.8624,2741,19
33.0855,1144,14
33.0996,554,19
33.0999,556,23
33.1343,705,62
33.1492,4268,53
33.1494,2133,367
33.1499,775,15
33.3472,3056,35
33.3486,603,18
33.3487,1929,324
33.3503,438,60
33.3856,3492,747
33.5147,1516,11
33.5216,4251,957
33.5995,843,108
33.6006,564,25
33.6030,2590,81
33.7727,3166,13
33.8480,6098,20
34.0127,867,42
34.0361,484,50
34.0436,5492,3
34.0970,5022,859
34.1092,2205,447
34.1097,3832,284
34.2495,1248,17
34.2559,4060,60
34.2565,2604,572
34.3494,1261,89
34.3503,5575,18
34.5047,2745,216
34.5160,684,6
34.5166,530,97
34.5311,428,57
34.7426,3784,60
34.7622,477,96
34.7633,2901,11
34.7661,616,18
34.8479,3004,13
34.8484,2929,225
34.9002,602,19
34.9957,2780,3
35.0033,2810,340
35.0193,560,20
35.0974,674,94
35.1445,477,9
35.2428,381,51
35.2444,4018,80
35.2505,2453,44
35.2641,1082,10
35.3135,2355,38
35.3137,355,54
35.3430,261,118
35.3433,275,5
35.4971,4175,53
35.5133,102,62
35.5185,1004,57
35.5266,953,3
35.5942,1407,22
35.7495,328,80
35.7672,2708,392
35.8425,134,41
35.8472,1921,34
35.8490,3627,11
35.8537,710,65
36.0008,229,9
36.0113,147,41
36.0949,1402,41
36.0955,721,7
36.2434,672,12
36.2472,2738,72
36.2665,1336,3
36.2687,1637,3
36.2722,2238,3
36.2753,2882,428
36.3459,3003,391
36.3467,497,29
36.3497,882,54
36.3941,1107,16
36.4980,402,100
36.5138,919,70
36.5140,59,67
36.5942,371,47
36.5968,2460,3
36.5979,1237,85
36.5983,523,73
36.6426,478,77
36.7478,2577,398
36.7581,439,52
36.7761,5189,3
36.7999,463,49
36.8003,562,23
36.8457,564,25
36.8914,352,76
37.0124,4199,61
37.0155,617,9
37.0257,4459,65
37.0948,877,73
37.0969,556,23
37.0970,2250,586
37.1414,332,41
37.2696,4325,3
37.2711,1400,3
37.2825,388,37
37.3471,572,23
37.3490,2613,424
37.3528,2560,341
37.4008,572,29
37.5224,512,99
37.5252,4440,3
37.5256,756,13
37.5686,653,32
37.5701,233,106
37.5949,2738,310
37.5979,2213,592
37.6016,568,29
37.7587,649,7
37.7591,809,8
37.7611,1930,441
37.7612,477,5
37.7756,808,10
37.8462,562,26
37.8477,1927,3
37.8489,674,7
38.0091,542,11
38.0957,623,32
38.0964,2902,360
38.0976,2608,229
38.0978,512,57
38.1520,5202,22
38.1566,2361,3
38.2713,594,34
38.2743,605,18
38.3436,4791,757
38.3437,259,148
38.3441,562,61
38.3443,2267,340
38.3910,615,28
38.3939,372,46
38.5100,497,51
38.5102,3242,654
38.5260,562,23
38.5265,2235,3
38.8330,605,6
38.8446,599,15
38.8472,1165,68
38.8965,408,5
39.0065,5074,349
39.0072,6186,80
39.0112,1180,105
39.0200,558,22
39.0959,7214,282
39.1401,3226,17
39.2612,665,53
39.2616,607,35
39.3440,257,39
39.3445,724,48
39.3452,607,16
39.3472,568,26
39.3497,2834,431
39.3506,597,16
39.3520,732,505
39.5016,1522,46
39.5083,1165,28
39.5089,609,6
39.5300,2629,400
39.5964,766,12
39.5980,1670,3
39.5991,623,3
39.6582,2611,403
39.7615,4338,66
39.7621,1617,159
39.7621,296,67
39.7653,3743,3
39.7654,615,28
39.7657,601,28
39.7689,464,198
39.8435,2158,380
39.8606,4209,7
39.8922,2739,423
39.8948,365,64
40.0132,2500,146
40.0184,294,138
40.0189,497,42
40.0194,611,8
40.0942,734,443
40.0943,6251,20
40.0981,584,26
40.2636,5746,992
40.2638,594,15
40.2639,5686,405
40.2714,1767,3
40.2729,1834,3
40.3515,2217,461
40.3517,607,23
40.3928,3170,713
40.5994,634,92
40.5996,550,10
40.6375,506,8
40.7514,671,69
40.7704,4371,312
40.8475,3444,20
40.8505,2167,31
40.8965,4813,3
41.0000,2812,796
41.0960,2738,240
41.0966,594,52
41.0968,585,41
41.0968,471,56
41.0987,558,25
41.0997,312,55
41.1625,2788,364
41.2525,494,4
41.2556,4324,107
41.3015,7190,523
41.5973,1990,17
41.6006,360,123
41.6346,2098,407
41.7517,324,45
41.7739,640,65
41.7741,212,5
41.8593,4872,3
41.8609,7443,12
41.8646,4151,14
42.0014,232,2
42.0020,483,11
42.0039,1110,36
42.0050,249,161
42.0267,709,43
42.1151,580,33
42.1262,1882,3
42.2503,4923,631
42.2688,361,39
42.5020,609,22
42.5253,1659,263
42.5281,3624,108
42.5993,1910,472
42.5995,4622,612
42.6080,4624,3
42.6088,600,46
42.6341,3005,337
42.7496,1474,11
42.7527,603,19
42.7861,371,57
42.7903,1639,11
42.8509,5234,759
43.0209,494,12
43.0577,236,36
43.0971,1775,8
43.0982,542,79
43.1015,516,92
43.2569,1778,3
43.2720,3533,11
43.2722,548,17
43.2725,2758,37
43.2754,2928,254
43.3432,7141,22
43.3844,7927,40
43.5075,2262,14
43.5256,6386,3
43.5964,3866,46
43.7488,2059,319
43.7498,4548,37
43.7519,399,51
43.8874,2975,352
44.0944,364,59
44.0952,554,20
44.1003,484,58
44.1007,862,40
44.2515,1343,9
44.2543,53,46
44.2547,3903,299
44.2739,329,25
44.3453,808,22
44.3457,448,201
44.5005,1893,13
44.5225,485,51
44.5991,555,45
44.7514,3614,475
44.7557,577,10
44.7689,3720,3
44.7720,296,35
44.8439,558,11
44.8482,2535,195
44.8873,145,41
44.9990,3422,401
45.0014,1840,323
45.0035,3689,410
45.0036,2803,27
45.0038,7833,456
45.0047,552,20
45.0282,7165,3
45.0317,2058,307
45.0319,777,61
45.1003,1520,35
45.1368,607,42
45.1369,365,6
45.1388,321,11
45.2496,356,51
45.2615,1692,3
45.3434,816,50
45.3879,542,11
45.3917,2259,14
45.4998,588,37
45.7499,5695,788
45.7504,2292,480
45.7520,649,8
45.7524,1865,439
45.8498,576,27
46.0002,461,17
46.0004,580,36
46.0026,659,32
46.0224,2591,297
46.0945,1984,221
46.0967,3292,3
46.1124,487,12
46.1350,3162,355
46.1361,1457,46
46.1378,7882,650
46.2523,1798,3
46.2563,446,6
46.2564,401,160
46.2580,596,8
46.2698,562,27
46.3594,640,103
46.3895,2129,324
46.5217,256,58
46.5956,1409,15
46.5963,2739,335
46.5982,649,100
46.5989,1652,3
46.6416,393,44
46.7559,368,46
46.7643,1055,88
46.8451,132,81
46.8467,704,86
47.0174,5458,3
47.0176,2208,418
47.0860,1250,3
47.0929,670,47
47.3585,582,52
47.3965,4626,3
47.5970,595,95
47.5977,712,8
47.6055,1862,12
47.7514,3863,344
47.7538,574,29
47.7542,615,21
47.7694,2189,545
47.7694,2553,10
47.7826,274,51
47.8577,562,27
47.8591,572,32
47.8859,550,10
47.8863,4017,227
47.9985,297,55
48.0006,2599,206
48.0043,683,114
48.0927,630,60
48.2524,126,57
48.2528,437,52
48.2644,1815,39
48.2646,583,74
48.2651,2789,496
48.2686,4470,345
48.3465,2269,299
48.3471,505,16
48.3883,2042,246
48.5004,563,54
48.5007,658,13
48.5009,867,111
48.5012,1872,365
48.5013,4262,774
48.5047,607,25
48.5156,1645,85
48.5964,2856,494
48.5968,552,19
48.6051,339,38
48.7513,601,47
48.8063,1076,97
48.8452,428,7
48.8473,2738,10
48.8869,3891,28
48.8888,548,17
49.0014,556,21
49.0021,289,145
49.0136,3211,21
49.0951,509,79
49.1099,953,15
49.2652,1329,41
49.2826,3830,3
49.2985,1867,13
49.3446,1612,269
49.3467,1176,17
49.3852,367,43
49.3857,3950,31
49.3891,315,55
49.5042,2394,156
49.5044,2073,237
49.5177,1506,3
49.5182,425,62
49.5932,478,56
49.5944,2668,384
49.6378,266,48
49.7514,568,30
49.9994,1701,54
50.0957,556,10
50.1039,601,16
50.1041,649,15
50.1205,570,31
50.2499,2642,232
50.2510,361,49
50.2652,976,73
50.2654,2045,406
50.2672,566,27
50.3465,346,47
50.3850,1949,402
50.3886,775,9
50.5027,506,71
50.5029,1772,3
50.5031,1593,42
50.5042,1248,29
50.5934,530,32
50.5981,558,22
50.7521,2455,38
50.7648,178,52
50.7671,609,22
50.7676,730,55
50.8462,1277,41
50.8466,1404,39
50.8467,1798,3
51.0021,615,17
51.0159,2810,355
51.0936,667,55
51.2534,2785,281
51.2654,548,17
51.2665,268,3
51.2665,550,19
51.2668,707,10
51.2692,554,20
51.2697,550,20
51.2700,566,22
51.3559,415,53
51.4974,647,43
51.5018,7775,29
51.5026,222,43
51.5152,1108,54
51.6011,562,28
51.7457,2882,370
51.7458,450,8
51.8489,198,48
51.9977,1878,264
52.0155,2646,469
52.0176,3689,3
52.1372,674,7
52.2512,2106,604
52.2561,592,23
52.3467,2325,422
52.3845,689,19
52.3865,149,40
52.4976,2400,3
52.4978,2559,561
52.5952,758,7
52.5960,652,68
52.5982,176,34
52.5984,611,25
52.6038,2900,112
52.6189,556,23
52.6374,1439,17
52.6386,564,23
52.6387,554,20
52.7436,4408,40
52.7461,4910,57
52.7623,629,23
52.7663,129,38
52.7671,3991,58
52.8475,209,45
52.8490,362,130
52.8910,4145,762
52.8915,896,10
53.0095,621,31
53.0148,3032,211
53.0186,3708,3
53.2446,2344,3
53.2636,662,16
53.2638,568,55
53.3464,610,8
53.5303,554,20
53.5325,399,11
53.5640,5403,3
53.5995,556,21
53.7587,484,8
53.7657,2968,471
53.7663,735,58
53.8274,110,13
53.8477,704,93
53.8477,556,24
53.8487,179,53
53.8705,710,10
53.8880,55,48
53.8881,251,37
53.9999,2435,16
54.0142,2751,302
54.0952,2185,12
54.0958,937,60
54.0964,2362,208
54.1015,5953,496
54.1385,1954,3
54.2533,3639,53
54.2556,1879,9
54.2675,467,56
54.2677,2639,274
54.3480,4064,504
54.3483,399,51
54.3485,615,37
54.3504,391,50
54.5045,2220,435
54.5095,1516,36
54.5137,665,87
54.5164,747,32
54.6054,546,13
54.7573,422,63
54.8604,2753,22
55.0168,427,188
55.1050,3805,13
55.1389,3631,57
55.2501,1419,25
55.2530,1689,3
55.2607,697,37
55.2618,2594,384
55.2646,548,17
55.2654,188,54
55.2654,3404,14
55.2737,711,8
55.3857,2434,3
55.5160,1119,17
55.5566,221,153
55.5572,3433,33
55.6015,537,8
55.7504,2142,576
55.7567,2540,536
55.7650,892,56
55.8472,319,31
56.0006,497,243
56.0141,386,48
56.0143,992,12
56.0161,568,11
56.1019,2877,3
56.1022,546,16
56.2556,2957,59
56.2589,354,47
56.2716,2745,287
56.3496,2363,383
56.5059,554,20
56.5151,4811,519
56.5163,6478,491
56.5168,418,80
56.5185,3203,9
