unix_ts,workload_seq,target_freq_mhz,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib
1784739285.772195540,0,360,31298221883,7920711448,0, 20.52, 360, 18471
1784739286.393878963,0,360,31298226449,7920722058,0, 20.52, 360, 18471
1784739287.015598388,0,360,31298226449,7920722058,0, 20.52, 360, 18471
1784739287.638406479,0,360,31298227619,7920726290,0, 20.52, 360, 18471
1784739288.259914058,0,360,31298229539,7920734786,0, 20.52, 360, 18471
1784739288.879965704,0,360,31298229539,7920734786,0, 20.52, 360, 18471
1784739289.500101054,0,360,31298232235,7920744077,0, 20.52, 360, 18471
1784739290.122909516,0,360,31298232235,7920744077,0, 20.52, 360, 18471
1784739290.745580769,0,360,31298233575,7920750699,0, 20.52, 360, 18471
1784739291.367766817,0,360,31298235615,7920759903,0, 20.52, 360, 18471
1784739291.991094700,0,360,31298235615,7920759903,0, 20.52, 360, 18471
1784739292.610322976,0,360,31298237666,7920769395,0, 20.52, 360, 18471
1784739293.233684904,0,360,31298237666,7920769395,0, 20.52, 360, 18471
1784739293.857151677,0,360,31298238746,7920774311,0, 20.47, 360, 18471
1784739294.479965237,0,360,31298240726,7920784279,0, 20.47, 360, 18471
1784739295.103461245,0,360,31298240726,7920784279,1, 20.56, 360, 18663
1784739295.735361097,0,360,31298275351,7920827608,0, 36.67, 360, 18663
1784739296.356590394,1,360,31300605281,7920957663,0, 30.23, 360, 18663
1784739296.982332821,1,360,31300605281,7920957663,0, 23.76, 360, 18663
1784739297.604036004,1,360,31300688827,7921040309,0, 20.52, 360, 18663
1784739298.226258175,1,360,31300688827,7921040309,0, 20.52, 360, 18663
1784739298.849243094,1,360,31300879080,7921193907,0, 20.61, 360, 18677
1784739299.508835867,1,360,31301092160,7921363385,99, 23.04, 360, 19020
1784739300.132252018,1,360,31301092160,7921363385,97, 34.51, 360, 19020
1784739300.758548895,1,360,31301139832,7921411247,100, 35.92, 360, 19020
1784739301.388517111,1,360,31301139832,7921411247,0, 29.02, 360, 18663
1784739302.114436120,1,360,31301142623,7921424595,0, 20.67, 360, 18663
1784739302.736340083,1,360,31301144787,7921428911,0, 20.66, 360, 18663
1784739303.359031113,1,360,31301144787,7921428911,0, 20.66, 360, 18663
1784739303.979326813,1,360,31301163725,7921450357,0, 20.62, 360, 18663
1784739304.600920408,1,360,31301167174,7921456657,0, 20.57, 360, 18663
1784739305.221035582,1,360,31301167174,7921456657,0, 20.57, 360, 18663
1784739305.842152318,1,360,31301169220,7921461013,0, 20.52, 360, 18663
1784739306.464645354,1,360,31301169220,7921461013,0, 20.52, 360, 18663
1784739307.089042901,1,360,31301170623,7921463527,0, 20.52, 360, 18663
1784739307.712694521,1,360,31301173171,7921468509,0, 20.52, 360, 18663
1784739308.335007056,1,360,31301173171,7921468509,0, 20.52, 360, 18663
1784739308.956654519,1,360,31301175469,7921473775,0, 20.52, 360, 18663
1784739309.576863783,1,360,31301175469,7921473775,0, 20.52, 360, 18663
1784739310.198450888,1,360,31301176818,7921476711,0, 20.52, 360, 18663
1784739310.820003226,1,360,31301179116,7921482401,0, 20.52, 360, 18663
1784739311.441377464,1,360,31301179116,7921482401,0, 20.52, 360, 18663
1784739312.064840644,1,360,31301180268,7921485483,0, 20.52, 360, 18663
1784739312.687679464,1,360,31301180268,7921485483,0, 20.52, 360, 18663
1784739313.309524830,1,360,31301182697,7921491601,0, 20.52, 360, 18663
1784739313.932387348,1,360,31301184875,7921498003,0, 20.53, 360, 18663
1784739314.555795099,1,360,31301184875,7921498003,0, 20.53, 360, 18663
1784739315.176822159,1,360,31301186531,7921501757,0, 20.53, 360, 18663
1784739315.799929483,1,360,31301189888,7921510193,0, 20.52, 360, 18663
1784739316.421364537,1,360,31301189888,7921510193,0, 20.52, 360, 18663
1784739317.044199172,1,360,31301191226,7921513777,0, 20.67, 360, 18663
1784739317.664795171,1,360,31301191226,7921513777,0, 20.67, 360, 18663
1784739318.285250144,1,360,31301954188,7922348461,0, 20.67, 360, 18663
