run_id,window_id,policy,workload,input_len,output_len,rate_rps,repeat,duration_s,timing_start_unix_s,timing_end_unix_s,completed_requests,output_tokens,measurement_valid,slo_pass,total_gpu_gross_energy_j,joules_per_request,joules_per_output_token,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,mean_e2e_latency_ms,throughput_requests_s,route_distribution_json,selected_pairs_json,phase4a_oracle_joules_per_request,oracle_gap,oracle_gap_class,phase4a_near_optimal_match,P0_requested_freq_mhz,P0_requested_level,P0_observed_freq_mhz,P0_frequency_match_fraction,P0_gross_energy_j,P1_requested_freq_mhz,P1_requested_level,P1_observed_freq_mhz,P1_frequency_match_fraction,P1_gross_energy_j,D0_requested_freq_mhz,D0_requested_level,D0_observed_freq_mhz,D0_frequency_match_fraction,D0_gross_energy_j,D1_requested_freq_mhz,D1_requested_level,D1_observed_freq_mhz,D1_frequency_match_fraction,D1_gross_energy_j,hard_gates_json
xpyd_phase4b_r3_255320,b03-r01-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,512,128,1.0,1,29.87708878517151,1788004858.4582357,1788004888.3353245,4,512,True,True,6773.231,1693.30775,13.228966796875,233.20570799842244,251.32777727674693,56.973839669378826,56.97912465887763,56.97089353749092,7468.883346009534,0.13388185270531666,"{""P0->D0"": 4, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D0""]]",,,,,1890,MID,1890.0,1.0,1963.904,2520,HIGH,2520.0,1.0,2377.687,1125,MID,1125.0,1.0,1745.483,1500,HIGH,1500.0,1.0,686.157,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b03-r02-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,512,128,1.0,2,30.452890396118164,1788004933.2408926,1788004963.693783,4,512,True,True,6727.58,1681.895,13.1398046875,239.38390924740816,252.21568944049068,58.059441665401515,58.06633904790569,58.05635514179168,7612.933000753401,0.13135042184730947,"{""P0->D0"": 4, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D0""]]",,,,,1260,LOW,1260.0,1.0,1904.567,2520,HIGH,2520.0,1.0,2393.289,750,LOW,750.0,1.0,1734.824,1500,HIGH,1500.0,1.0,694.9,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b03-r03-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,512,128,1.0,3,30.448055744171143,1788005005.0802443,1788005035.5283,4,512,True,True,6781.372,1695.343,13.2448671875,237.83565475605428,239.84213689749595,58.06198986605824,58.06521030065905,58.05927296848573,7611.70836774545,0.13137127814033722,"{""P0->D0"": 4, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D0""]]",,,,,1260,LOW,1260.0,1.0,1928.846,2520,HIGH,2520.0,1.0,2425.864,750,LOW,750.0,1.0,1735.121,1500,HIGH,1500.0,1.0,691.541,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b03-r04-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,512,128,1.0,4,30.44250249862671,1788005076.9329767,1788005107.3754792,4,512,True,True,6779.003999999999,1694.7509999999997,13.240242187499998,236.66698824672494,240.13634880597237,58.06042767722456,58.06400277917447,58.05734775193434,7610.341303254245,0.13139524256195573,"{""P0->D0"": 4, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D0""]]",,,,,1260,LOW,1260.0,1.0,1927.382,2520,HIGH,2520.0,1.0,2422.125,750,LOW,750.0,1.0,1733.763,1500,HIGH,1500.0,1.0,695.734,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b03-r05-feedback_dvfs_only-both_heavy,FEEDBACK_DVFS_ONLY,both_heavy,512,128,1.0,5,30.44167423248291,1788005148.3151526,1788005178.7568269,4,512,True,True,6783.5419999999995,1695.8854999999999,13.249105468749999,236.74840149760712,240.07405774114886,58.05784363783603,58.06579565061953,58.05472198424138,7610.0945435027825,0.1313988176028697,"{""P0->D0"": 4, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D0""]]",,,,,1260,LOW,1260.0,1.0,1928.508,2520,HIGH,2520.0,1.0,2424.693,750,LOW,750.0,1.0,1740.206,1500,HIGH,1500.0,1.0,690.135,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b04-r01-static-small_light,STATIC,small_light,128,64,0.5,1,14.885097980499268,1788005222.5919785,1788005237.4770765,4,256,True,True,3671.138,917.7845,14.3403828125,196.1875065098866,205.83911520632682,55.94855642855345,55.96305290285114,55.94234842860642,3720.946561508754,0.2687251373985134,"{""P0->D0"": 1, ""P0->D1"": 1, ""P1->D0"": 1, ""P1->D1"": 1}","[[""P0"", ""D0""], [""P0"", ""D1""], [""P1"", ""D0""], [""P1"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,1171.403,2520,HIGH,2520.0,1.0,1188.846,1500,HIGH,1500.0,1.0,669.324,1500,HIGH,1500.0,1.0,641.565,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b04-r02-static-small_light,STATIC,small_light,128,64,0.5,2,14.815729141235352,1788005273.6421018,1788005288.457831,4,256,True,True,3652.595,913.14875,14.26794921875,178.6049452421139,183.9366307889577,55.95368599611064,55.95996179572206,55.949536563564344,3703.6871629970847,0.26998333742935016,"{""P0->D0"": 1, ""P0->D1"": 1, ""P1->D0"": 1, ""P1->D1"": 1}","[[""P0"", ""D0""], [""P0"", ""D1""], [""P1"", ""D0""], [""P1"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,1164.856,2520,HIGH,2520.0,1.0,1174.36,1500,HIGH,1500.0,1.0,665.301,1500,HIGH,1500.0,1.0,648.078,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b04-r03-static-small_light,STATIC,small_light,128,64,0.5,3,14.87772536277771,1788005328.7499857,1788005343.627711,4,256,True,True,3689.412,922.353,14.411765625,195.13763199938694,205.73895155248465,55.93570661504701,55.96887357003566,55.92876348814499,3719.0871487473487,0.2688583034344431,"{""P0->D0"": 1, ""P0->D1"": 1, ""P1->D0"": 1, ""P1->D1"": 1}","[[""P0"", ""D0""], [""P0"", ""D1""], [""P1"", ""D0""], [""P1"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,1183.576,2520,HIGH,2520.0,1.0,1195.932,1500,HIGH,1500.0,1.0,664.639,1500,HIGH,1500.0,1.0,645.265,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b04-r04-static-small_light,STATIC,small_light,128,64,0.5,4,14.806394815444946,1788005379.9937465,1788005394.8001413,4,256,True,True,3653.197,913.29925,14.27030078125,176.27179274859373,178.01260936714243,55.953825019796135,55.95750259360693,55.94939473413101,3701.3627689957502,0.27015354175396517,"{""P0->D0"": 1, ""P0->D1"": 1, ""P1->D0"": 1, ""P1->D1"": 1}","[[""P0"", ""D0""], [""P0"", ""D1""], [""P1"", ""D0""], [""P1"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,1160.159,2520,HIGH,2520.0,1.0,1178.472,1500,HIGH,1500.0,1.0,664.153,1500,HIGH,1500.0,1.0,650.413,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b04-r05-static-small_light,STATIC,small_light,128,64,0.5,5,14.872706651687622,1788005435.0450816,1788005449.9177883,4,256,True,True,3681.3579999999997,920.3394999999999,14.380304687499999,193.1463690052624,201.97721005533822,55.94814198804439,55.952861200050734,55.94287381730585,3717.879314252059,0.2689490281546107,"{""P0->D0"": 1, ""P0->D1"": 1, ""P1->D0"": 1, ""P1->D1"": 1}","[[""P0"", ""D0""], [""P0"", ""D1""], [""P1"", ""D0""], [""P1"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,1186.234,2520,HIGH,2520.0,1.0,1185.35,1500,HIGH,1500.0,1.0,660.204,1500,HIGH,1500.0,1.0,649.57,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b05-r01-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,512,128,1.0,1,29.549283981323242,1788005557.9125764,1788005587.4618604,4,512,True,True,7337.726000000001,1834.4315000000001,14.331496093750001,224.30117899784818,231.17122961877612,56.39880374999805,56.40061553143924,56.39545991730338,7386.9492552476,0.13536707023182754,"{""P0->D0"": 0, ""P0->D1"": 4, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,2343.811,2520,HIGH,2520.0,1.0,2327.183,1500,HIGH,1500.0,1.0,695.38,1500,HIGH,1500.0,1.0,1971.352,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b05-r02-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,512,128,1.0,2,29.546780824661255,1788005628.289034,1788005657.8358147,4,512,True,True,7392.21,1848.0525,14.43791015625,223.68838650436373,233.71114521258278,56.39951577750181,56.40376155254134,56.39717512004129,7386.426890247094,0.13537853831647864,"{""P0->D0"": 0, ""P0->D1"": 4, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,2375.195,2520,HIGH,2520.0,1.0,2346.476,1500,HIGH,1500.0,1.0,689.948,1500,HIGH,1500.0,1.0,1980.591,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b05-r03-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,512,128,1.0,3,29.537203073501587,1788005699.3801258,1788005728.9173288,4,512,True,True,7328.116,1832.029,14.3127265625,221.29207674151985,229.74569802114274,56.39954114767748,56.403269191441225,56.39699989573216,7384.03380249656,0.13542243624239694,"{""P0->D0"": 0, ""P0->D1"": 4, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,2340.976,2520,HIGH,2520.0,1.0,2323.417,1500,HIGH,1500.0,1.0,686.083,1500,HIGH,1500.0,1.0,1977.64,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
xpyd_phase4b_r3_255320,b05-r04-feedback_routing_only-both_heavy,FEEDBACK_ROUTING_ONLY,both_heavy,512,128,1.0,4,29.571752786636353,1788005770.0820568,1788005799.6538095,4,512,True,True,7353.46,1838.365,14.3622265625,230.00127149862237,235.6613116778317,56.398945466574474,56.4019371220667,56.39641116150723,7392.66734575358,0.13526421747335934,"{""P0->D0"": 0, ""P0->D1"": 4, ""P1->D0"": 0, ""P1->D1"": 0}","[[""P0"", ""D1""]]",,,,,2520,HIGH,2520.0,1.0,2350.331,2520,HIGH,2520.0,1.0,2330.998,1500,HIGH,1500.0,1.0,688.318,1500,HIGH,1500.0,1.0,1983.813,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
