window_id,workload,phase,axis,repeat,confirmation_attempt,candidate_index,P0_requested_freq_mhz,P1_requested_freq_mhz,D0_requested_freq_mhz,D1_requested_freq_mhz,completed_requests,configured_max_concurrency,observed_peak_concurrency,concurrency_valid,offered_rate_rps,achieved_throughput_rps,slo_goodput_rps,measurement_valid,route_valid,clocks_valid,slo_pass,slo_violation_count,mean_ttft_ms,p99_ttft_ms,max_ttft_ms,mean_tpot_ms,p99_tpot_ms,max_tpot_ms,joules_per_request,total_gpu_gross_energy_j,P_pool_energy_j,D_pool_energy_j,route_distribution_json,frequency_match_fraction_json,window_start_unix_s,window_end_unix_s,hard_gates_json
011-small_light-P_search-r01,small_light,P_search,P,1,0,1,1005,1005,1500,1500,16,4,4,True,1.0,0.8476800740868,0.8476800740868,True,True,True,True,0,266.6695023617649,294.57043371221516,294.85281801316887,57.769248397172696,58.07080951709641,58.071860524323135,299.28781250000003,4788.6050000000005,2392.585,2396.0200000000004,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161326.3673472,1788161345.2423928,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
012-small_light-P_search-r02,small_light,P_search,P,2,0,1,1005,1005,1500,1500,16,4,4,True,1.0,0.8477995426858251,0.8477995426858251,True,True,True,True,0,265.4150049384043,296.1617815948557,297.1088149934076,57.77396254953125,58.06972733740362,58.06973592067758,299.14475000000004,4786.316000000001,2391.435,2394.8810000000003,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161382.6434093,1788161401.515795,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
013-small_light-P_search-r01,small_light,P_search,P,1,0,0,900,900,1500,1500,16,4,4,True,1.0,0.8474130728060365,0.8474130728060365,True,True,True,True,0,275.00676149793435,306.47046970261727,307.5317500042729,57.774857850110116,58.06775912231329,58.06776146045959,297.39193750000004,4758.271000000001,2379.717,2378.554,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161442.949867,1788161461.8308597,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
014-small_light-P_search-r02,small_light,P_search,P,2,0,0,900,900,1500,1500,16,4,4,True,1.0,0.8475610887374856,0.8475610887374856,True,True,True,True,0,258.8759450663929,296.07912811334245,297.32343601062894,57.76885280630225,58.092638112545494,58.09693136492685,298.0411875,4768.659,2378.779,2389.88,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161499.1520338,1788161518.0297291,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
015-small_light-D_search-r01,small_light,D_search,D,1,0,7,900,900,975,975,16,4,4,True,1.0,0.8389692262853821,0.8389692262853821,True,True,True,True,0,270.45632699810085,329.7804148111027,332.3654249543324,59.059058621988655,59.49152544180545,59.49191087284052,279.693375,4475.094,2373.782,2101.312,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161560.664136,1788161579.7351573,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
016-small_light-D_search-r02,small_light,D_search,D,2,0,7,900,900,975,975,16,4,4,True,1.0,0.8413372551771826,0.8413372551771826,True,True,True,True,0,274.99441543841385,312.73546901065856,317.2690540086478,59.06010029958987,59.47690084068445,59.483832476424084,279.4839375,4471.743,2384.625,2087.118,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161616.9921527,1788161636.0094967,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
017-small_light-D_search-r01,small_light,D_search,D,1,0,3,900,900,675,675,16,4,4,True,1.0,0.8235256408085301,0.8235256408085301,True,True,True,True,0,285.3509403867065,300.80699996615294,300.91802502283826,60.53644984612697,61.018896841588216,61.01892641302021,282.93431250000003,4526.9490000000005,2452.4120000000003,2074.5370000000003,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161677.6442318,1788161697.0728922,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
018-small_light-D_search-r02,small_light,D_search,D,2,0,3,900,900,675,675,16,4,4,True,1.0,0.8231009377879821,0.8231009377879821,True,True,True,True,0,280.0006411889626,310.6831541575957,312.74605600629,60.53719989589779,61.03667348054134,61.03685301625066,281.7843125,4508.549,2431.899,2076.65,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161734.31491,1788161753.753595,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
019-small_light-D_search-r01,small_light,D_search,D,1,0,1,900,900,525,525,16,4,4,True,1.0,0.8066611651067307,0.8066611651067307,True,True,True,True,0,291.6502841944748,332.7792708732886,333.65263702580705,61.96084468550878,62.57414680583188,62.5757940320505,286.54175,4584.668,2501.931,2082.737,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161796.0055647,1788161815.8404107,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
020-small_light-D_search-r02,small_light,D_search,D,2,0,1,900,900,525,525,16,4,4,True,1.0,0.8069889043580748,0.8069889043580748,True,True,True,True,0,290.8495660594781,327.4061951902695,328.011218982283,61.95781437204531,62.55992338207314,62.560157253525205,284.3285625,4549.257,2472.049,2077.208,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161855.5346496,1788161875.3614402,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
021-small_light-D_search-r01,small_light,D_search,D,1,0,0,900,900,450,450,16,4,4,True,1.0,0.795229414890485,0.795229414890485,True,True,True,True,0,290.536449119827,300.66345568047836,300.8582860347815,63.1871599277171,63.861468067995105,63.86222169893453,287.68287499999997,4602.9259999999995,2525.444,2077.482,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161916.7983315,1788161936.9183116,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
022-small_light-D_search-r02,small_light,D_search,D,2,0,0,900,900,450,450,16,4,4,True,1.0,0.7952082223575859,0.7952082223575859,True,True,True,True,0,290.20534886876703,299.9362466885941,299.9419799889438,63.18825283042749,63.86301160899974,63.8641903494736,288.63225,4618.116,2525.7960000000003,2092.3199999999997,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788161974.4148808,1788161994.535397,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
023-small_light-confirmation-r01,small_light,confirmation,,1,0,,900,900,450,450,16,4,4,True,1.0,0.7953208412477649,0.7953208412477649,True,True,True,True,0,289.3125088085071,300.25778332783375,300.3324260353111,63.19200365084855,63.871600265089896,63.87160484132076,286.892625,4590.282,2499.282,2091.0,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788162034.105504,1788162054.2231712,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
024-small_light-confirmation-r02,small_light,confirmation,,2,0,,900,900,450,450,16,4,4,True,1.0,0.7952698996315898,0.7952698996315898,True,True,True,True,0,289.76686687383335,300.0881348940311,300.10004399809986,63.19270939500365,63.868816682074716,63.8693657940224,288.66381249999995,4618.620999999999,2525.816,2092.805,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788162092.5450008,1788162112.6639566,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
025-small_light-confirmation-r03,small_light,confirmation,,3,0,,900,900,450,450,16,4,4,True,1.0,0.795233947544149,0.795233947544149,True,True,True,True,0,294.1245111906028,344.84367920667864,352.46134700719267,63.17931900013632,63.86883227775495,63.8694103967975,286.84837500000003,4589.5740000000005,2496.322,2093.252,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788162151.9711273,1788162172.0909927,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
026-small_light-confirmation-r04,small_light,confirmation,,4,0,,900,900,450,450,16,4,4,True,1.0,0.7954587980808814,0.7954587980808814,True,True,True,True,0,289.203864063893,299.5834994246252,299.5946900337003,63.19201568043181,63.869385798055205,63.86996179334967,286.048125,4576.77,2495.801,2080.969,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788162210.7595901,1788162230.8737683,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
027-small_light-confirmation-r05,small_light,confirmation,,5,0,,900,900,450,450,16,4,4,True,1.0,0.7934412757266693,0.7934412757266693,True,True,True,True,0,293.2888196883141,338.58712606306653,344.7107250103727,63.178249053649665,63.86938533207054,63.86946039625428,288.29481250000003,4612.717000000001,2522.7200000000003,2089.9970000000003,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788162270.7654495,1788162290.930773,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
028-prefill_heavy-baseline_high-r01,prefill_heavy,baseline_high,,1,0,,2520,2520,1500,1500,16,4,4,True,1.0,0.7724814941737091,0.09656018677171364,True,True,True,False,14,534.5314223777677,595.8261944062542,597.0006230054423,61.73571794929486,62.33265214786303,62.34254726922021,411.2653125,6580.245,3978.59,2601.6549999999997,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788162335.5718052,1788162356.2842755,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
029-prefill_heavy-baseline_high-r02,prefill_heavy,baseline_high,,2,0,,2520,2520,1500,1500,16,4,4,True,1.0,0.7717932053262752,0.0964741506657844,True,True,True,False,14,531.4963950622769,582.5167157629039,582.5720080174506,61.73740616161791,62.26829951374962,62.26850677806411,412.06475,6593.036,4006.15,2586.886,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788162395.919451,1788162416.6503928,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
