exp,pool,tp,freq_mhz,l4_freq_mhz,il,ol,rate_configured_rps,req_throughput_rps,throughput_tps,p99_ttft_ms,p99_tpot_ms,saturated,slo_tight_ok,slo_moderate_ok,slo_loose_ok
A,l40s,1,1755,,128,512,5.0,2.15,1371.42,104.61,26.01,true,true,true,true
A,l40s,1,1755,,512,128,10.0,8.57,5473.52,119.34,30.59,true,true,true,true
A,l40s,1,1755,,512,128,20.0,12.09,7726.86,134.1,33.77,true,true,true,true
A,l40s,1,1755,,512,128,30.0,12.23,7816.14,137.12,33.76,true,true,true,true
A,l40s,1,1755,,512,128,5.0,4.64,2967.15,169.73,30.65,false,true,true,true
A,l40s,1,1755,,64,2048,10.0,0.65,1374.49,176.78,42.09,true,true,true,true
A,l40s,1,1755,,64,2048,5.0,0.46,974.61,109.81,31.24,true,true,true,true
A,l40s,2,1755,,1024,128,10.0,7.72,8883.74,785.82,59.88,true,false,false,true
A,l40s,2,1755,,128,1024,10.0,2.59,2981.08,92.16,20.6,true,true,true,true
A,l40s,2,1755,,128,128,20.0,16.98,4330.28,77.45,16.06,true,true,true,true
A,l40s,2,1755,,64,2048,10.0,1.14,2398.39,117.66,24.18,true,true,true,true
A,l40s,4,1755,,1024,128,10.0,8.9,10247.13,634.65,50.4,true,false,false,true
A,l40s,4,1755,,128,1024,10.0,3.14,3619.18,91.95,17.25,true,true,true,true
A,l40s,4,1755,,128,128,20.0,17.63,4495.2,72.57,14.25,true,true,true,true
A,l40s,4,1755,,64,2048,10.0,1.44,3049.39,86.74,19.18,true,true,true,true
A,l40s,1,2010,,1024,128,10.0,6.39,7353.9,739.69,70.73,true,false,false,true
A,l40s,1,2010,,1024,128,20.0,6.42,7392.79,1888.07,70.47,true,false,false,false
A,l40s,1,2010,,1024,128,5.0,4.57,5260.92,298.81,41.82,false,false,true,true
A,l40s,1,2010,,128,1024,10.0,1.59,1830.78,126.75,33.34,true,true,true,true
A,l40s,1,2010,,128,1024,20.0,1.6,1837.76,144.49,33.35,true,true,true,true
A,l40s,1,2010,,128,1024,5.0,1.04,1200.92,90.8,27.2,true,true,true,true
A,l40s,1,2010,,128,128,10.0,8.7,2219.13,100.95,25.61,true,true,true,true
A,l40s,1,2010,,128,128,2.0,1.95,496.33,84.46,21.93,false,true,true,true
A,l40s,1,2010,,128,128,20.0,14.25,3634.17,113.09,27.43,true,true,true,true
A,l40s,1,2010,,128,128,30.0,14.43,3679.42,112.91,27.39,true,true,true,true
A,l40s,1,2010,,128,128,5.0,4.68,1192.36,89.16,23.46,false,true,true,true
A,l40s,1,2010,,128,128,50.0,14.67,3741.14,135.08,27.33,true,true,true,true
A,l40s,1,2010,,128,512,10.0,3.44,2196.01,120.9,29.9,true,true,true,true
A,l40s,1,2010,,128,512,20.0,3.47,2219.22,120.87,29.86,true,true,true,true
A,l40s,1,2010,,128,512,30.0,3.48,2225.93,123.51,29.86,true,true,true,true
A,l40s,1,2010,,128,512,5.0,2.19,1402.19,100.37,25.4,true,true,true,true
A,l40s,1,2010,,512,128,10.0,8.6,5492.68,109.82,29.5,true,true,true,true
A,l40s,1,2010,,512,128,20.0,12.46,7963.19,129.39,32.53,true,true,true,true
A,l40s,1,2010,,512,128,30.0,12.59,8045.27,130.73,32.49,true,true,true,true
A,l40s,1,2010,,512,128,5.0,4.65,2971.3,155.98,29.24,false,true,true,true
A,l40s,1,2010,,64,2048,10.0,0.68,1427.88,170.48,40.37,true,true,true,true
A,l40s,1,2010,,64,2048,5.0,0.48,1008.28,105.48,30.11,true,true,true,true
A,l40s,2,2010,,1024,128,10.0,9.16,10542.39,80.29,16.71,false,true,true,true
A,l40s,2,2010,,1024,128,20.0,16.31,18768.07,111.99,23.01,true,true,true,true
A,l40s,2,2010,,1024,128,5.0,4.79,5515.31,162.44,18.83,false,true,true,true
A,l40s,2,2010,,128,1024,10.0,2.68,3085.5,85.41,19.86,true,true,true,true
A,l40s,2,2010,,128,1024,20.0,2.71,3120.7,89.91,19.76,true,true,true,true
A,l40s,2,2010,,128,1024,5.0,1.8,2072.13,64.5,15.71,true,true,true,true
A,l40s,2,2010,,128,128,10.0,9.26,2362.57,59.98,13.41,false,true,true,true
A,l40s,2,2010,,128,128,2.0,1.97,502.43,60.39,12.22,false,true,true,true
A,l40s,2,2010,,128,128,20.0,17.04,4346.32,76.63,15.44,true,true,true,true
A,l40s,2,2010,,128,128,30.0,23.04,5876.01,86.35,16.83,true,true,true,true
A,l40s,2,2010,,128,128,5.0,4.82,1228.02,54.75,12.3,false,true,true,true
A,l40s,2,2010,,128,128,50.0,24.01,6121.68,87.71,16.85,true,true,true,true
A,l40s,2,2010,,128,512,10.0,5.72,3658.24,89.63,17.99,true,true,true,true
A,l40s,2,2010,,128,512,20.0,5.82,3719.95,91.4,17.97,true,true,true,true
A,l40s,2,2010,,128,512,30.0,5.86,3742.47,91.28,17.94,true,true,true,true
A,l40s,2,2010,,128,512,5.0,3.71,2368.09,73.34,14.64,true,true,true,true
A,l40s,2,2010,,512,128,10.0,9.22,5889.57,68.38,14.69,false,true,true,true
A,l40s,2,2010,,512,128,20.0,16.75,10706.28,87.77,18.54,true,true,true,true
A,l40s,2,2010,,512,128,30.0,20.63,13182.62,99.49,19.7,true,true,true,true
A,l40s,2,2010,,512,128,5.0,4.8,3069.57,116.05,15.84,false,true,true,true
A,l40s,2,2010,,64,2048,10.0,1.18,2490.26,111.79,23.24,true,true,true,true
A,l40s,2,2010,,64,2048,5.0,0.83,1752.13,77.79,17.35,true,true,true,true
A,l40s,4,2010,,1024,128,10.0,9.43,10853.42,64.84,11.71,false,true,true,true
A,l40s,4,2010,,1024,128,20.0,17.28,19894.22,90.86,16.44,true,true,true,true
A,l40s,4,2010,,1024,128,5.0,4.86,5588.42,144.4,13.1,false,true,true,true
A,l40s,4,2010,,128,1024,10.0,3.34,3847.18,88.48,16.12,true,true,true,true
A,l40s,4,2010,,128,1024,20.0,3.4,3909.25,90.46,16.07,true,true,true,true
A,l40s,4,2010,,128,1024,5.0,2.32,2666.98,71.38,12.3,true,true,true,true
A,l40s,4,2010,,128,128,10.0,9.48,2418.29,55.68,9.89,false,true,true,true
A,l40s,4,2010,,128,128,2.0,1.98,504.97,56.45,8.37,false,true,true,true
A,l40s,4,2010,,128,128,20.0,17.73,4520.43,69.0,13.18,true,true,true,true
A,l40s,4,2010,,128,128,30.0,24.52,6252.93,80.53,14.53,true,true,true,true
A,l40s,4,2010,,128,128,5.0,4.88,1243.14,45.23,8.89,false,true,true,true
A,l40s,4,2010,,128,128,50.0,28.05,7153.17,85.55,14.62,true,true,true,true
A,l40s,4,2010,,128,512,10.0,6.81,4352.64,87.43,15.1,true,true,true,true
A,l40s,4,2010,,128,512,20.0,7.07,4516.56,82.74,15.09,true,true,true,true
A,l40s,4,2010,,128,512,30.0,7.14,4562.4,93.87,15.07,true,true,true,true
A,l40s,4,2010,,128,512,5.0,4.38,2795.98,69.94,11.62,true,true,true,true
A,l40s,4,2010,,512,128,10.0,9.46,6043.74,59.79,10.71,false,true,true,true
A,l40s,4,2010,,512,128,20.0,17.56,11218.59,78.39,14.8,true,true,true,true
A,l40s,4,2010,,512,128,30.0,24.02,15349.41,104.74,16.14,true,true,true,true
A,l40s,4,2010,,512,128,5.0,4.86,3108.59,109.39,11.55,false,true,true,true
A,l40s,4,2010,,64,2048,10.0,1.54,3249.33,87.45,17.93,true,true,true,true
A,l40s,4,2010,,64,2048,5.0,1.09,2296.33,70.7,13.32,true,true,true,true
A,l40s,1,2265,,1024,128,10.0,6.46,7430.71,657.85,70.2,true,false,false,true
A,l40s,1,2265,,1024,128,20.0,6.51,7495.07,1900.1,69.66,true,false,false,false
A,l40s,1,2265,,1024,128,5.0,4.58,5270.46,275.81,41.64,false,false,true,true
A,l40s,1,2265,,128,1024,10.0,1.63,1871.88,135.29,32.5,true,true,true,true
A,l40s,1,2265,,128,1024,20.0,1.63,1879.27,141.73,32.5,true,true,true,true
A,l40s,1,2265,,128,1024,5.0,1.06,1218.23,101.13,26.8,true,true,true,true
A,l40s,1,2265,,128,128,10.0,8.71,2221.95,99.54,25.18,true,true,true,true
A,l40s,1,2265,,128,128,2.0,1.95,496.49,85.59,21.76,false,true,true,true
A,l40s,1,2265,,128,128,20.0,14.46,3687.27,110.26,26.9,true,true,true,true
A,l40s,1,2265,,128,128,30.0,14.65,3736.24,112.05,26.91,true,true,true,true
A,l40s,1,2265,,128,128,5.0,4.68,1192.77,91.95,23.22,false,true,true,true
A,l40s,1,2265,,128,128,50.0,14.84,3785.42,113.02,26.86,true,true,true,true
A,l40s,1,2265,,128,512,10.0,3.5,2237.46,118.84,29.26,true,true,true,true
A,l40s,1,2265,,128,512,20.0,3.54,2261.59,119.2,29.2,true,true,true,true
A,l40s,1,2265,,128,512,30.0,3.49,2227.0,1793.4,29.19,true,false,false,false
A,l40s,1,2265,,128,512,5.0,2.22,1419.16,100.18,25.05,true,true,true,true
A,l40s,1,2265,,512,128,10.0,8.61,5504.66,121.25,28.76,true,true,true,true
A,l40s,1,2265,,512,128,20.0,12.69,8107.16,129.62,31.64,true,true,true,true
A,l40s,1,2265,,512,128,30.0,12.88,8228.66,127.81,31.64,true,true,true,true
A,l40s,1,2265,,512,128,5.0,4.65,2973.81,148.8,28.72,false,true,true,true
A,l40s,1,2265,,64,2048,10.0,0.69,1464.72,167.34,39.26,true,true,true,true
A,l40s,1,2265,,64,2048,5.0,0.49,1029.2,121.42,29.48,true,true,true,true
A,l40s,2,2265,,1024,128,10.0,8.2,9441.89,759.18,55.59,true,false,false,true
A,l40s,2,2265,,128,1024,10.0,2.75,3160.56,103.72,19.34,true,true,true,true
A,l40s,2,2265,,128,128,20.0,17.09,4356.98,73.23,15.12,true,true,true,true
A,l40s,2,2265,,64,2048,10.0,1.22,2566.26,107.78,22.49,true,true,true,true
A,l40s,4,2265,,1024,128,10.0,9.11,10484.1,562.36,46.71,false,false,false,true
A,l40s,4,2265,,128,1024,10.0,3.45,3973.32,85.28,15.6,true,true,true,true
A,l40s,4,2265,,128,128,20.0,17.82,4543.49,63.41,12.59,true,true,true,true
A,l40s,4,2265,,64,2048,10.0,1.59,3363.47,87.24,17.33,true,true,true,true
A,l40s,1,2520,,1024,128,10.0,6.46,7437.9,659.82,70.16,true,false,false,true
A,l40s,1,2520,,1024,128,20.0,6.53,7513.07,1886.36,69.45,true,false,false,false
A,l40s,1,2520,,1024,128,5.0,4.58,5274.96,287.62,41.76,false,false,true,true
A,l40s,1,2520,,128,1024,10.0,1.64,1892.51,132.64,32.12,true,true,true,true
A,l40s,1,2520,,128,1024,20.0,1.65,1903.52,138.03,32.11,true,true,true,true
A,l40s,1,2520,,128,1024,5.0,1.07,1233.94,101.75,26.43,true,true,true,true
A,l40s,1,2520,,128,128,10.0,8.72,2223.85,98.1,24.9,true,true,true,true
A,l40s,1,2520,,128,128,2.0,1.95,496.49,83.34,21.65,false,true,true,true
A,l40s,1,2520,,128,128,20.0,14.57,3715.57,108.88,26.58,true,true,true,true
A,l40s,1,2520,,128,128,30.0,14.81,3775.96,112.53,26.58,true,true,true,true
A,l40s,1,2520,,128,128,5.0,4.68,1193.26,90.58,23.05,false,true,true,true
A,l40s,1,2520,,128,128,50.0,15.08,3844.96,110.07,26.51,true,true,true,true
A,l40s,1,2520,,128,512,10.0,3.54,2261.73,117.52,28.9,true,true,true,true
A,l40s,1,2520,,128,512,20.0,3.58,2286.32,117.15,28.85,true,true,true,true
A,l40s,1,2520,,128,512,30.0,3.59,2293.38,120.87,28.84,true,true,true,true
A,l40s,1,2520,,128,512,5.0,2.25,1437.54,98.14,24.72,true,true,true,true
A,l40s,1,2520,,512,128,10.0,8.62,5510.88,113.16,28.39,true,true,true,true
A,l40s,1,2520,,512,128,20.0,12.82,8194.28,126.39,31.28,true,true,true,true
A,l40s,1,2520,,512,128,30.0,13.0,8305.87,126.64,31.25,true,true,true,true
A,l40s,1,2520,,512,128,5.0,4.66,2975.3,150.37,28.39,false,true,true,true
A,l40s,1,2520,,64,2048,10.0,0.7,1480.6,164.58,38.77,true,true,true,true
A,l40s,1,2520,,64,2048,5.0,0.49,1041.1,101.11,29.11,true,true,true,true
A,l40s,2,2520,,1024,128,10.0,9.18,10570.95,76.24,15.96,false,true,true,true
A,l40s,2,2520,,1024,128,20.0,16.45,18934.73,108.43,22.02,true,true,true,true
A,l40s,2,2520,,1024,128,5.0,4.8,5522.4,154.69,17.67,false,true,true,true
A,l40s,2,2520,,128,1024,10.0,2.77,3190.29,85.22,19.15,true,true,true,true
A,l40s,2,2520,,128,1024,20.0,2.8,3221.88,99.15,19.09,true,true,true,true
A,l40s,2,2520,,128,1024,5.0,1.86,2143.57,64.23,15.17,true,true,true,true
A,l40s,2,2520,,128,128,10.0,9.28,2367.21,60.76,13.01,false,true,true,true
A,l40s,2,2520,,128,128,2.0,1.97,502.56,59.53,11.91,false,true,true,true
A,l40s,2,2520,,128,128,20.0,17.11,4364.12,77.52,14.93,true,true,true,true
A,l40s,2,2520,,128,128,30.0,23.57,6009.1,95.5,16.34,true,true,true,true
A,l40s,2,2520,,128,128,5.0,4.82,1229.23,54.48,12.0,false,true,true,true
A,l40s,2,2520,,128,128,50.0,24.71,6300.99,95.42,16.35,true,true,true,true
A,l40s,2,2520,,128,512,10.0,5.91,3775.55,88.92,17.39,true,true,true,true
A,l40s,2,2520,,128,512,20.0,6.01,3837.67,87.87,17.38,true,true,true,true
A,l40s,2,2520,,128,512,30.0,6.04,3859.49,89.98,17.35,true,true,true,true
A,l40s,2,2520,,128,512,5.0,3.81,2435.57,69.33,14.15,true,true,true,true
A,l40s,2,2520,,512,128,10.0,9.24,5904.88,66.37,14.24,false,true,true,true
A,l40s,2,2520,,512,128,20.0,16.85,10768.24,87.52,17.64,true,true,true,true
A,l40s,2,2520,,512,128,30.0,21.16,13521.61,96.7,19.05,true,true,true,true
A,l40s,2,2520,,512,128,5.0,4.81,3073.56,111.62,15.21,false,true,true,true
A,l40s,2,2520,,64,2048,10.0,1.22,2575.83,109.51,22.44,true,true,true,true
A,l40s,2,2520,,64,2048,5.0,0.86,1818.56,74.47,16.69,true,true,true,true
A,l40s,4,2520,,1024,128,10.0,9.47,10894.25,65.43,10.77,false,true,true,true
A,l40s,4,2520,,1024,128,20.0,17.5,20146.05,83.54,15.24,true,true,true,true
A,l40s,4,2520,,1024,128,5.0,4.87,5600.67,138.2,12.27,false,true,true,true
A,l40s,4,2520,,128,1024,10.0,3.58,4120.75,84.1,14.99,true,true,true,true
A,l40s,4,2520,,128,1024,20.0,3.64,4188.35,86.74,14.96,true,true,true,true
A,l40s,4,2520,,128,1024,5.0,2.47,2838.13,65.62,11.53,true,true,true,true
A,l40s,4,2520,,128,128,10.0,9.51,2424.88,53.67,9.08,false,true,true,true
A,l40s,4,2520,,128,128,2.0,1.98,505.23,52.12,7.87,false,true,true,true
A,l40s,4,2520,,128,128,20.0,17.87,4557.55,64.56,12.07,true,true,true,true
A,l40s,4,2520,,128,128,30.0,24.86,6340.57,75.98,13.38,true,true,true,true
A,l40s,4,2520,,128,128,5.0,4.88,1244.76,44.89,8.4,false,true,true,true
A,l40s,4,2520,,128,128,50.0,29.92,7630.28,83.97,13.68,true,true,true,true
A,l40s,4,2520,,128,512,10.0,7.21,4606.45,83.56,14.03,true,true,true,true
A,l40s,4,2520,,128,512,20.0,7.56,4833.32,84.08,14.04,true,true,true,true
A,l40s,4,2520,,128,512,30.0,7.64,4884.7,93.34,14.03,true,true,true,true
A,l40s,4,2520,,128,512,5.0,4.44,2834.27,63.08,10.91,true,true,true,true
A,l40s,4,2520,,512,128,10.0,9.49,6064.01,50.8,9.82,false,true,true,true
A,l40s,4,2520,,512,128,20.0,17.72,11321.45,75.24,13.35,true,true,true,true
A,l40s,4,2520,,512,128,30.0,24.44,15619.54,85.33,15.05,true,true,true,true
A,l40s,4,2520,,512,128,5.0,4.87,3114.24,102.82,10.8,false,true,true,true
A,l40s,4,2520,,64,2048,10.0,1.65,3482.27,84.26,16.71,true,true,true,true
A,l40s,4,2520,,64,2048,5.0,1.16,2448.91,64.26,12.49,true,true,true,true
B,l4,1,1200,,1024,128,10.0,1.61,1854.85,26096.19,279.41,true,false,false,false
B,l4,1,1200,,1024,128,20.0,1.61,1856.43,29065.26,279.44,true,false,false,false
B,l4,1,1200,,1024,128,5.0,1.47,1692.9,2409.93,159.86,true,false,false,false
B,l4,1,1200,,128,1024,10.0,0.48,549.42,7477.75,143.12,true,false,false,false
B,l4,1,1200,,128,1024,20.0,0.48,548.54,6187.95,144.31,true,false,false,false
B,l4,1,1200,,128,1024,5.0,0.34,391.11,359.44,84.85,true,false,true,true
B,l4,1,1200,,128,128,10.0,4.88,1243.72,279.54,81.89,true,false,true,true
B,l4,1,1200,,128,128,2.0,1.72,437.53,233.69,65.15,true,false,true,true
B,l4,1,1200,,128,128,20.0,4.84,1233.84,406.0,84.27,true,false,true,true
B,l4,1,1200,,128,128,30.0,4.83,1232.88,502.17,85.01,true,false,false,true
B,l4,1,1200,,128,128,5.0,2.96,754.15,293.22,74.62,true,false,true,true
B,l4,1,1200,,128,128,50.0,4.83,1230.59,577.84,85.17,true,false,false,true
B,l4,1,1200,,128,512,10.0,1.1,705.25,481.65,96.35,true,false,true,true
B,l4,1,1200,,128,512,20.0,1.1,703.37,790.53,96.87,true,false,false,true
B,l4,1,1200,,128,512,30.0,1.1,700.64,1107.67,97.36,true,false,false,false
B,l4,1,1200,,128,512,5.0,0.73,466.28,338.47,78.08,true,false,true,true
B,l4,1,1200,,512,128,10.0,2.66,1699.42,3565.12,169.27,true,false,false,false
B,l4,1,1200,,512,128,20.0,2.67,1707.66,6245.66,167.81,true,false,false,false
B,l4,1,1200,,512,128,30.0,2.67,1705.57,7340.3,168.69,true,false,false,false
B,l4,1,1200,,512,128,5.0,2.04,1304.57,888.26,113.11,true,false,false,true
B,l4,1,1200,,64,2048,10.0,0.17,364.35,140740.84,212.62,true,false,false,false
B,l4,1,1200,,64,2048,5.0,0.15,315.57,5842.32,116.24,true,false,false,false
B,l4,1,1410,,1024,128,10.0,1.63,1870.59,25886.11,275.78,true,false,false,false
B,l4,1,1410,,1024,128,20.0,1.63,1875.42,28771.61,275.21,true,false,false,false
B,l4,1,1410,,1024,128,5.0,1.49,1710.58,2406.08,158.26,true,false,false,false
B,l4,1,1410,,128,1024,10.0,0.49,561.04,7510.48,140.14,true,false,false,false
B,l4,1,1410,,128,1024,20.0,0.49,560.01,6102.61,141.79,true,false,false,false
B,l4,1,1410,,128,1024,5.0,0.35,397.93,369.0,83.41,true,false,true,true
B,l4,1,1410,,128,128,10.0,4.97,1266.25,272.73,80.28,true,false,true,true
B,l4,1,1410,,128,128,2.0,1.73,442.17,236.76,64.35,true,false,true,true
B,l4,1,1410,,128,128,20.0,4.91,1252.91,428.26,82.91,true,false,true,true
B,l4,1,1410,,128,128,30.0,4.92,1254.62,454.19,83.23,true,false,true,true
B,l4,1,1410,,128,128,5.0,3.0,765.32,288.82,73.4,true,false,true,true
B,l4,1,1410,,128,128,50.0,4.9,1248.82,627.0,83.93,true,false,false,true
B,l4,1,1410,,128,512,10.0,1.13,719.13,533.76,94.44,true,false,false,true
B,l4,1,1410,,128,512,20.0,1.12,715.61,808.56,95.14,true,false,false,true
B,l4,1,1410,,128,512,30.0,1.12,715.2,1039.61,95.29,true,false,false,false
B,l4,1,1410,,128,512,5.0,0.74,473.27,349.72,76.93,true,false,true,true
B,l4,1,1410,,512,128,10.0,2.69,1721.18,3597.97,166.97,true,false,false,false
B,l4,1,1410,,512,128,20.0,2.71,1728.52,6282.2,165.86,true,false,false,false
B,l4,1,1410,,512,128,30.0,2.71,1731.02,7339.6,166.04,true,false,false,false
B,l4,1,1410,,512,128,5.0,2.05,1312.05,912.92,112.52,true,false,false,true
B,l4,1,1410,,64,2048,10.0,0.18,371.24,137700.93,208.68,true,false,false,false
B,l4,1,1410,,64,2048,5.0,0.15,322.05,5878.94,113.97,true,false,false,false
B,l4,2,1410,,1024,128,10.0,3.14,3617.27,5175.04,148.65,true,false,false,false
B,l4,2,1410,,1024,128,20.0,3.15,3620.02,8183.74,148.93,true,false,false,false
B,l4,2,1410,,1024,128,5.0,3.25,3742.81,654.82,86.42,true,false,false,true
B,l4,2,1410,,128,1024,10.0,0.94,1084.83,256.23,57.64,true,false,true,true
B,l4,2,1410,,128,1024,20.0,0.95,1088.1,254.69,57.61,true,false,true,true
B,l4,2,1410,,128,1024,5.0,0.66,760.67,151.72,43.61,true,true,true,true
B,l4,2,1410,,128,128,10.0,8.07,2057.08,149.58,43.36,true,true,true,true
B,l4,2,1410,,128,128,2.0,0.01,1.69,14773.43,1225112.51,true,false,false,false
B,l4,2,1410,,128,128,20.0,9.24,2357.14,141.98,43.73,true,true,true,true
B,l4,2,1410,,128,128,30.0,9.33,2378.28,140.05,43.72,true,true,true,true
B,l4,2,1410,,128,128,5.0,4.49,1146.13,159.84,40.01,true,true,true,true
B,l4,2,1410,,128,128,50.0,9.39,2393.91,171.69,43.67,true,true,true,true
B,l4,2,1410,,128,512,10.0,2.13,1358.52,161.77,49.7,true,true,true,true
B,l4,2,1410,,128,512,20.0,2.14,1368.98,210.13,49.52,true,false,true,true
B,l4,2,1410,,128,512,30.0,2.16,1377.46,166.35,49.29,true,true,true,true
B,l4,2,1410,,128,512,5.0,1.42,907.89,135.14,39.74,true,true,true,true
B,l4,2,1410,,512,128,10.0,7.09,4531.68,251.31,56.58,true,false,true,true
B,l4,2,1410,,512,128,20.0,7.65,4887.36,174.05,54.96,true,true,true,true
B,l4,2,1410,,512,128,30.0,7.69,4915.22,179.01,55.0,true,true,true,true
B,l4,2,1410,,512,128,5.0,4.04,2582.05,322.67,54.47,true,false,true,true
B,l4,2,1410,,64,2048,10.0,0.34,713.13,478.88,84.68,true,false,true,true
B,l4,2,1410,,64,2048,5.0,0.29,613.4,189.8,50.12,true,true,true,true
B,l4,4,1410,,1024,128,10.0,8.45,9721.13,154.93,41.43,true,true,true,true
B,l4,4,1410,,1024,128,20.0,10.17,11700.44,170.28,42.5,true,true,true,true
B,l4,4,1410,,1024,128,5.0,4.64,5342.71,288.69,41.43,false,false,true,true
B,l4,4,1410,,128,1024,10.0,1.51,1735.11,139.65,37.09,true,true,true,true
B,l4,4,1410,,128,1024,20.0,1.53,1759.19,126.4,36.67,true,true,true,true
B,l4,4,1410,,128,1024,5.0,1.1,1263.71,101.51,26.18,true,true,true,true
B,l4,4,1410,,128,128,10.0,8.82,2248.21,97.2,25.41,true,true,true,true
B,l4,4,1410,,128,128,2.0,1.96,498.71,96.63,19.58,false,true,true,true
B,l4,4,1410,,128,128,20.0,13.94,3553.77,118.92,29.07,true,true,true,true
B,l4,4,1410,,128,128,30.0,14.21,3622.49,118.36,29.02,true,true,true,true
B,l4,4,1410,,128,128,5.0,4.72,1203.74,85.36,21.37,false,true,true,true
B,l4,4,1410,,128,128,50.0,14.37,3664.87,123.07,29.08,true,true,true,true
B,l4,4,1410,,128,512,10.0,3.3,2105.86,132.38,32.69,true,true,true,true
B,l4,4,1410,,128,512,20.0,2.94,1877.5,286.65,39.56,true,false,true,true
B,l4,4,1410,,128,512,30.0,3.31,2114.96,151.73,34.08,true,true,true,true
B,l4,4,1410,,128,512,5.0,2.13,1363.56,147.2,28.94,true,true,true,true
B,l4,4,1410,,512,128,10.0,8.69,5551.9,113.0,30.87,true,true,true,true
B,l4,4,1410,,512,128,20.0,12.05,7702.51,140.06,34.84,true,true,true,true
B,l4,4,1410,,512,128,30.0,12.19,7788.09,141.18,34.81,true,true,true,true
B,l4,4,1410,,512,128,5.0,4.69,2994.17,192.92,31.36,false,true,true,true
B,l4,4,1410,,64,2048,10.0,0.6,1256.83,238.79,47.78,true,false,true,true
B,l4,4,1410,,64,2048,5.0,0.49,1041.5,104.18,29.6,true,true,true,true
B,l4,1,1620,,1024,128,10.0,1.63,1871.43,25916.72,275.21,true,false,false,false
B,l4,1,1620,,1024,128,20.0,1.63,1871.9,29050.52,275.55,true,false,false,false
B,l4,1,1620,,1024,128,5.0,1.48,1706.72,2415.97,158.44,true,false,false,false
B,l4,1,1620,,128,1024,10.0,0.49,561.4,7494.08,140.1,true,false,false,false
B,l4,1,1620,,128,1024,20.0,0.49,559.85,6164.99,141.6,true,false,false,false
B,l4,1,1620,,128,1024,5.0,0.35,398.11,370.29,83.42,true,false,true,true
B,l4,1,1620,,128,128,10.0,4.96,1265.23,283.78,80.39,true,false,true,true
B,l4,1,1620,,128,128,2.0,1.73,441.31,254.98,64.57,true,false,true,true
B,l4,1,1620,,128,128,20.0,4.91,1251.99,429.53,82.95,true,false,true,true
B,l4,1,1620,,128,128,30.0,4.91,1251.15,490.28,83.69,true,false,true,true
B,l4,1,1620,,128,128,5.0,2.98,760.11,297.48,74.07,true,false,true,true
B,l4,1,1620,,128,128,50.0,4.88,1245.06,625.27,84.36,true,false,false,true
B,l4,1,1620,,128,512,10.0,1.12,718.78,491.62,94.57,true,false,true,true
B,l4,1,1620,,128,512,20.0,1.12,713.85,785.97,95.52,true,false,false,true
B,l4,1,1620,,128,512,30.0,1.12,714.97,1109.26,95.43,true,false,false,false
B,l4,1,1620,,128,512,5.0,0.74,473.56,347.57,76.93,true,false,true,true
B,l4,1,1620,,512,128,10.0,2.7,1722.37,3626.55,166.91,true,false,false,false
B,l4,1,1620,,512,128,20.0,2.71,1732.95,6245.25,165.42,true,false,false,false
B,l4,1,1620,,512,128,30.0,2.71,1728.71,7352.51,166.56,true,false,false,false
B,l4,1,1620,,512,128,5.0,2.04,1304.57,909.93,113.07,true,false,false,true
B,l4,1,1620,,64,2048,10.0,0.18,371.49,137659.42,208.69,true,false,false,false
B,l4,1,1620,,64,2048,5.0,0.15,322.08,5879.5,114.0,true,false,false,false
B,l4,1,1830,,1024,128,10.0,1.62,1868.13,25916.99,276.17,true,false,false,false
B,l4,1,1830,,1024,128,20.0,1.63,1870.97,29093.75,276.03,true,false,false,false
B,l4,1,1830,,1024,128,5.0,1.48,1704.52,2435.87,158.83,true,false,false,false
B,l4,1,1830,,128,1024,10.0,0.49,561.54,7490.19,140.13,true,false,false,false
B,l4,1,1830,,128,1024,20.0,0.49,560.37,6044.19,141.73,true,false,false,false
B,l4,1,1830,,128,1024,5.0,0.35,398.25,369.61,83.42,true,false,true,true
B,l4,1,1830,,128,128,10.0,4.95,1263.44,296.02,80.51,true,false,true,true
B,l4,1,1830,,128,128,2.0,1.73,441.28,250.15,64.59,true,false,true,true
B,l4,1,1830,,128,128,20.0,4.9,1248.49,430.79,83.26,true,false,true,true
B,l4,1,1830,,128,128,30.0,4.9,1249.0,491.39,83.96,true,false,true,true
B,l4,1,1830,,128,128,5.0,2.98,760.59,295.3,73.91,true,false,true,true
B,l4,1,1830,,128,128,50.0,4.89,1247.95,632.78,84.2,true,false,false,true
B,l4,1,1830,,128,512,10.0,1.12,718.76,495.52,94.57,true,false,true,true
B,l4,1,1830,,128,512,20.0,1.13,719.13,793.72,94.72,true,false,false,true
B,l4,1,1830,,128,512,30.0,1.12,716.51,1107.22,95.18,true,false,false,false
B,l4,1,1830,,128,512,5.0,0.74,473.33,350.8,76.97,true,false,true,true
B,l4,1,1830,,512,128,10.0,2.69,1720.4,3618.6,167.17,true,false,false,false
B,l4,1,1830,,512,128,20.0,2.71,1728.68,6288.38,165.87,true,false,false,false
B,l4,1,1830,,512,128,30.0,2.71,1731.43,7320.14,165.93,true,false,false,false
B,l4,1,1830,,512,128,5.0,2.04,1304.31,908.82,113.21,true,false,false,true
B,l4,1,1830,,64,2048,10.0,0.18,371.33,138321.5,208.42,true,false,false,false
B,l4,1,1830,,64,2048,5.0,0.15,322.16,5860.28,113.94,true,false,false,false
