adaptive,attempt,axis,candidate_id,control_inclusive_duration_sum_s,control_inclusive_energy_sum_j,decode_frequency_mhz,duration_s,early_stop_reason,end,energy_statistic,event,grid_index,latency_statistic,mean_power_w,measured_energy_j,measured_power_w,prefill_frequency_mhz,probe_id,repeat_index,request_duration_sum_s,request_energy_sum_j,sample_count,search_stage,slo_met,start,tpot_ms,ttft_ms,workload_id
True,1,D,production-00105-attempt-1-binary-slo-D-13,13.949923753738403,1824.836133722216,1425,12.683579206466675,,1788696606.1580582,mean_request_energy_j,probe_candidate_aggregated,13,p95,136.02858454024806,566.6834359616041,136.02926188377444,1710,production-00105-attempt-1-binary-slo-D-13,,12.497743129730225,1700.0503078848124,3,binary-slo,True,1788696593.474479,58.247494713462416,495.82951868651435,prefill_heavy
True,1,D,production-00105-attempt-1-binary-slo-D-12,13.962793827056885,1812.5198168121278,1350,12.707189321517944,,1788696620.425136,mean_request_energy_j,probe_candidate_aggregated,12,p95,134.1761148217805,560.0049768996736,134.17604127699414,1710,production-00105-attempt-1-binary-slo-D-12,,12.520968675613403,1680.0149306990206,3,binary-slo,True,1788696607.7179468,58.43494167691836,489.6279954118654,prefill_heavy
False,1,,production-00105-attempt-1-confirm,12.542659759521484,1689.7424327246845,1350,12.823153972625732,,1788696633.3700943,mean_request_energy_j,probe_candidate_aggregated,,p95,134.7859716657228,562.8219402122,134.78613846588212,1710,production-00105-attempt-1-confirm,,12.52701449394226,1688.4658206366003,3,confirmation,True,1788696620.5469403,58.43540996383314,497.9231512523256,prefill_heavy
True,1,P,production-00153-attempt-1-binary-slo-P-8,24.27000093460083,3076.1554655879736,1500,22.16689682006836,,1788696948.368285,mean_request_energy_j,probe_candidate_aggregated,8,p95,131.2202256393348,956.4210449929038,131.2198076525186,1710,production-00153-attempt-1-binary-slo-P-8,,21.866012811660767,2869.2631349787116,3,binary-slo,True,1788696926.2013881,55.950917466910276,190.17334652598947,decode_medium
True,1,P,production-00153-attempt-1-binary-slo-P-3,23.284478187561035,2960.1875244043767,1500,22.155483722686768,stable_with_slo_headroom,1788696972.1207306,mean_request_energy_j,probe_candidate_aggregated,3,p95,129.85644899560873,946.1750804074109,129.85643723100398,1200,production-00153-attempt-1-binary-slo-P-3,,21.858947038650513,2838.5252412222326,3,binary-slo,True,1788696949.965247,55.951097588454495,176.845199521631,decode_medium
True,1,P,production-00153-attempt-1-binary-slo-P-1,23.280638694763184,2966.6024710834026,1500,22.170758962631226,stable_with_slo_headroom,1788696995.8116894,mean_request_energy_j,probe_candidate_aggregated,1,p95,130.02652805094525,948.2482190020382,130.02660345133083,1005,production-00153-attempt-1-binary-slo-P-1,,21.87818670272827,2844.7446570061147,3,binary-slo,True,1788696973.6409304,55.95139312873206,183.27536510769278,decode_medium
True,1,P,production-00153-attempt-1-binary-slo-P-0,23.31230664253235,2981.295790746808,1500,22.097598791122437,stable_with_slo_headroom,1788697019.4869914,mean_request_energy_j,probe_candidate_aggregated,0,p95,130.35483816843205,951.7156851614515,130.35513692740702,900,production-00153-attempt-1-binary-slo-P-0,,21.90288519859314,2855.1470554843545,3,binary-slo,True,1788696997.3893926,55.950543441072725,191.50859352666885,decode_medium
True,1,P,production-00153-attempt-1-energy-refine-P-2,23.27357840538025,3002.2569327242672,1500,22.112367868423462,stable_with_slo_headroom,1788697043.1255186,mean_request_energy_j,probe_candidate_aggregated,2,p95,131.77349675353,960.6047206930816,131.7735270283813,1110,production-00153-attempt-1-energy-refine-P-2,,21.869451999664307,2881.814162079245,3,energy-refine,True,1788697021.0131507,55.95072503458327,181.7772817448713,decode_medium
True,1,P,production-00153-attempt-1-energy-refine-P-4,23.266364097595215,3016.27331719175,1500,22.15904712677002,stable_with_slo_headroom,1788697066.8549867,mean_request_energy_j,probe_candidate_aggregated,4,p95,132.37215265322823,964.764472493281,132.37218913943875,1305,production-00153-attempt-1-energy-refine-P-4,,21.864820957183838,2894.293417479843,3,energy-refine,True,1788697044.6959395,55.94746581082577,180.06840749876574,decode_medium
True,1,D,production-00153-attempt-1-binary-slo-D-7,24.82439351081848,2950.3130523078144,975,22.38628125190735,stable_with_slo_headroom,1788697091.9928238,mean_request_energy_j,probe_candidate_aggregated,7,p95,122.73954378030778,905.9745428313812,122.73952064292443,1200,production-00153-attempt-1-binary-slo-D-7,,22.14383029937744,2717.9236284941435,3,binary-slo,True,1788697069.6065426,56.67980491324864,182.23552367417142,decode_medium
