timestamp_unix_s,endpoint_id,node,gpu_id,previous_requested_freq_mhz,requested_freq_mhz,observed_freq_before_mhz,observed_freq_after_mhz,command_status,readback_valid,transition_readback_latency_s,reason,error,workload,phase,decision_id,controller_action
1788173669.4954736,P1,uranus,1,1110,1005,1110,1005,success,True,0.6078453620430082,binary_feedback:decode_heavy-P-binary-04,,decode_heavy,P_search,decode_heavy-P-binary-04,True
1788173985.1254675,P0,uranus,0,1005,900,1005,900,success,True,0.9094452160061337,binary_feedback:decode_heavy-P-binary-05,,decode_heavy,P_search,decode_heavy-P-binary-05,True
1788173986.3135867,P1,uranus,1,1005,900,1005,900,success,True,0.8932024599635042,binary_feedback:decode_heavy-P-binary-05,,decode_heavy,P_search,decode_heavy-P-binary-05,True
1788174302.0712733,D0,ganymede,0,1500,975,1500,975,success,True,1.3704780819825828,binary_feedback:decode_heavy-D-binary-01,,decode_heavy,D_search,decode_heavy-D-binary-01,True
1788174303.7545362,D1,ganymede,1,1500,975,1500,975,success,True,0.6563106719986536,binary_feedback:decode_heavy-D-binary-01,,decode_heavy,D_search,decode_heavy-D-binary-01,True
1788174621.733751,D0,ganymede,0,975,675,975,675,success,True,1.3106627269880846,binary_feedback:decode_heavy-D-binary-02,,decode_heavy,D_search,decode_heavy-D-binary-02,True
1788174623.3700137,D1,ganymede,1,975,675,975,675,success,True,0.6670371390064247,binary_feedback:decode_heavy-D-binary-02,,decode_heavy,D_search,decode_heavy-D-binary-02,True
1788174946.8709025,D0,ganymede,0,675,525,675,525,success,True,0.6783347079763189,binary_feedback:decode_heavy-D-binary-03,,decode_heavy,D_search,decode_heavy-D-binary-03,True
1788174947.8657458,D1,ganymede,1,675,525,675,525,success,True,0.6562059739953838,binary_feedback:decode_heavy-D-binary-03,,decode_heavy,D_search,decode_heavy-D-binary-03,True
1788175285.1606183,D0,ganymede,0,525,450,525,450,success,True,1.272914350964129,binary_feedback:decode_heavy-D-binary-04,,decode_heavy,D_search,decode_heavy-D-binary-04,True
1788175286.746191,D1,ganymede,1,525,450,525,450,success,True,0.6783484859624878,binary_feedback:decode_heavy-D-binary-04,,decode_heavy,D_search,decode_heavy-D-binary-04,True
1788176476.54526,P0,uranus,0,900,2520,900,2520,success,True,1.0181369169731624,binary_feedback:both_heavy-baseline-high,,both_heavy,baseline_high,both_heavy-baseline-high,True
1788176477.8501265,P1,uranus,1,900,2520,900,2520,success,True,0.8927236209856346,binary_feedback:both_heavy-baseline-high,,both_heavy,baseline_high,both_heavy-baseline-high,True
1788176479.0787327,D0,ganymede,0,450,1500,450,1500,success,True,0.77686248999089,binary_feedback:both_heavy-baseline-high,,both_heavy,baseline_high,both_heavy-baseline-high,True
1788176480.1749673,D1,ganymede,1,450,1500,450,1500,success,True,0.6486710630124435,binary_feedback:both_heavy-baseline-high,,both_heavy,baseline_high,both_heavy-baseline-high,True
1788176811.4637852,P0,uranus,0,2520,1710,2520,1710,success,True,1.1768347580218688,binary_feedback:both_heavy-P-binary-01,,both_heavy,P_search,both_heavy-P-binary-01,True
1788176812.9219403,P1,uranus,1,2520,1710,2520,1710,success,True,0.6055476510082372,binary_feedback:both_heavy-P-binary-01,,both_heavy,P_search,both_heavy-P-binary-01,True
1788177022.9605274,P0,uranus,0,1710,1305,1710,1305,success,True,1.174510053009726,binary_feedback:both_heavy-P-binary-02,,both_heavy,P_search,both_heavy-P-binary-02,True
1788177024.4124498,P1,uranus,1,1710,1305,1710,1305,success,True,0.6234665369847789,binary_feedback:both_heavy-P-binary-02,,both_heavy,P_search,both_heavy-P-binary-02,True
1788177237.1654623,P0,uranus,0,1305,1110,1305,1110,success,True,1.1783325570286252,binary_feedback:both_heavy-P-binary-03,,both_heavy,P_search,both_heavy-P-binary-03,True
1788177238.6253786,P1,uranus,1,1305,1110,1305,1110,success,True,0.6068188599892892,binary_feedback:both_heavy-P-binary-03,,both_heavy,P_search,both_heavy-P-binary-03,True
1788177457.933006,P0,uranus,0,1110,1005,1110,1005,success,True,0.8551742629497312,binary_feedback:both_heavy-P-binary-04,,both_heavy,P_search,both_heavy-P-binary-04,True
1788177459.0720003,P1,uranus,1,1110,1005,1110,1005,success,True,0.8848972429987043,binary_feedback:both_heavy-P-binary-04,,both_heavy,P_search,both_heavy-P-binary-04,True
1788177680.8827226,P0,uranus,0,1005,900,1005,900,success,True,1.4525524210184813,binary_feedback:both_heavy-P-binary-05,,both_heavy,P_search,both_heavy-P-binary-05,True
1788177682.6147716,P1,uranus,1,1005,900,1005,900,success,True,0.5965838310075924,binary_feedback:both_heavy-P-binary-05,,both_heavy,P_search,both_heavy-P-binary-05,True
1788177887.613728,D0,ganymede,0,1500,975,1500,975,success,True,1.4152667300077155,binary_feedback:both_heavy-D-binary-01,,both_heavy,D_search,both_heavy-D-binary-01,True
1788177889.3485153,D1,ganymede,1,1500,975,1500,975,success,True,0.6535423099994659,binary_feedback:both_heavy-D-binary-01,,both_heavy,D_search,both_heavy-D-binary-01,True
1788178105.7925248,D0,ganymede,0,975,675,975,675,success,True,1.3102356070303358,binary_feedback:both_heavy-D-binary-02,,both_heavy,D_search,both_heavy-D-binary-02,True
1788178107.424047,D1,ganymede,1,975,675,975,675,success,True,0.6400835629901849,binary_feedback:both_heavy-D-binary-02,,both_heavy,D_search,both_heavy-D-binary-02,True
1788178330.8037617,D0,ganymede,0,675,525,675,525,success,True,0.5922969250241295,binary_feedback:both_heavy-D-binary-03,,both_heavy,D_search,both_heavy-D-binary-03,True
1788178331.726211,D1,ganymede,1,675,525,675,525,success,True,0.6028728780220263,binary_feedback:both_heavy-D-binary-03,,both_heavy,D_search,both_heavy-D-binary-03,True
1788178558.5690713,D0,ganymede,0,525,450,525,450,success,True,1.3088252060115337,binary_feedback:both_heavy-D-binary-04,,both_heavy,D_search,both_heavy-D-binary-04,True
1788178560.1862054,D1,ganymede,1,525,450,525,450,success,True,0.618854880973231,binary_feedback:both_heavy-D-binary-04,,both_heavy,D_search,both_heavy-D-binary-04,True
1788179311.066207,P0,uranus,0,900,2520,900,2520,success,True,0.6561202390003018,binary_feedback_final_safe_high_restoration,,global,restore,final-safe-high-restore,False
1788179312.000749,P1,uranus,1,900,2520,900,2520,success,True,0.5965447729686275,binary_feedback_final_safe_high_restoration,,global,restore,final-safe-high-restore,False
1788179312.9491436,D0,ganymede,0,450,1500,450,1500,success,True,1.654610773024615,binary_feedback_final_safe_high_restoration,,global,restore,final-safe-high-restore,False
1788179314.9097128,D1,ganymede,1,450,1500,450,1500,success,True,0.626215100986883,binary_feedback_final_safe_high_restoration,,global,restore,final-safe-high-restore,False
