window_id,workload,phase,axis,repeat,confirmation_attempt,candidate_index,P0_requested_freq_mhz,P1_requested_freq_mhz,D0_requested_freq_mhz,D1_requested_freq_mhz,completed_requests,configured_max_concurrency,observed_peak_concurrency,concurrency_valid,dispatch_mode,closed_loop_batch_size,client_queue_valid,max_client_queue_delay_ms,p99_client_queue_delay_ms,nominal_trace_rate_rps,offered_rate_rps,achieved_throughput_rps,slo_goodput_rps,measurement_valid,route_valid,clocks_valid,slo_pass,slo_violation_count,ttft_measurement_scope,mean_ttft_ms,p99_ttft_ms,max_ttft_ms,mean_client_ttft_ms,p99_client_ttft_ms,mean_tpot_ms,p99_tpot_ms,max_tpot_ms,joules_per_request,total_gpu_gross_energy_j,P_pool_energy_j,D_pool_energy_j,route_distribution_json,frequency_match_fraction_json,window_start_unix_s,window_end_unix_s,hard_gates_json
026-small_light-confirmation-r04,small_light,confirmation,,4,0,,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.015735626220703125,0.015735626220703125,1.0,,0.5092563364178656,0.5092563364178656,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,212.60887112293858,222.98914100974798,222.98914100974798,216.7431744383066,226.62178397877142,58.85950071538063,58.93340488869904,58.93340488869904,459.4595625,7351.353,3892.286,3459.067,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170282.7205756,1788170314.1389377,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
027-small_light-confirmation-r05,small_light,confirmation,,5,0,,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.0476837158203125,0.0476837158203125,1.0,,0.5093622070009578,0.5093622070009578,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,211.72401743024238,218.4400290134363,218.4400290134363,216.13814976080903,222.55712404148653,58.856297132897744,58.94845896788562,58.94845896788562,459.427,7350.832,3893.899,3456.933,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170355.4214299,1788170386.8332617,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
028-prefill_heavy-baseline_high-r01,prefill_heavy,baseline_high,,1,0,,2520,2520,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.0400543212890625,0.0400543212890625,1.0,,0.481522065424379,0.481522065424379,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,480.90559899719665,498.41801600996405,498.41801600996405,485.67188050219556,504.73267503548414,58.125007188613786,58.160662412687785,58.160662412687785,640.17375,10242.78,6011.225,4231.555,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170431.5670314,1788170464.7949998,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
029-prefill_heavy-baseline_high-r02,prefill_heavy,baseline_high,,2,0,,2520,2520,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.04076957702636719,0.04076957702636719,1.0,,0.48185826072014737,0.48185826072014737,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,476.8879251278122,494.4376009516418,494.4376009516418,481.5129719936522,498.7919490085915,58.14307997426358,58.1699443652132,58.1699443652132,639.7615625,10236.185,5998.972,4237.213,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170505.552208,1788170538.756993,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
030-prefill_heavy-baseline_high-r03,prefill_heavy,baseline_high,,3,0,,2520,2520,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03719329833984375,0.03719329833984375,1.0,,0.48502621538435386,0.48502621538435386,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,453.8915790581086,494.630598986987,494.630598986987,458.24607924805605,498.07478103321046,58.12732513397119,58.14884500005209,58.14884500005209,637.8466249999999,10205.545999999998,5968.066,4237.48,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170579.4144237,1788170612.4023314,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
031-prefill_heavy-P_search-r01,prefill_heavy,P_search,P,1,0,8,1710,1710,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03647804260253906,0.03647804260253906,1.0,,0.4784833803638433,0.11962084509096083,True,True,True,False,12,proxy_request_received_to_first_real_decode_chunk,509.7773929373943,535.7288449886255,535.7288449886255,514.4542858070054,539.6603069966659,58.12853610428098,58.15446885701801,58.15446885701801,574.2355625,9187.769,4909.2119999999995,4278.557000000001,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170655.6134498,1788170689.0524378,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
032-prefill_heavy-P_search-r02,prefill_heavy,P_search,P,2,0,8,1710,1710,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03409385681152344,0.03409385681152344,1.0,,0.47968945732658674,0.2998059108291167,True,True,True,False,6,proxy_request_received_to_first_real_decode_chunk,497.3772831908718,520.1593750389293,520.1593750389293,501.74390643587685,523.494214983657,58.123005841191606,58.14494833346486,58.14494833346486,571.9176249999999,9150.681999999999,4907.73,4242.951999999999,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170730.0024843,1788170763.357397,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
033-prefill_heavy-P_search-r01,prefill_heavy,P_search,P,1,0,12,2115,2115,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03409385681152344,0.03409385681152344,1.0,,0.48191168344603696,0.48191168344603696,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,480.6106922587787,491.19516304926947,491.19516304926947,485.1584295647626,495.1469549559988,58.12573525592655,58.17493042882739,58.17493042882739,584.1846875,9346.955,5083.529,4263.4259999999995,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170806.1376286,1788170839.3387327,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
034-prefill_heavy-P_search-r02,prefill_heavy,P_search,P,2,0,12,2115,2115,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.0133514404296875,0.0133514404296875,1.0,,0.4813109551627337,0.45122902046506286,True,True,True,False,1,proxy_request_received_to_first_real_decode_chunk,485.742548127746,507.2382689686492,507.2382689686492,490.12268656588276,511.3555979914963,58.13694270545966,58.22667933350045,58.22667933350045,584.659,9354.544,5084.054,4270.49,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170883.8522952,1788170917.094838,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
035-prefill_heavy-P_search-r01,prefill_heavy,P_search,P,1,0,14,2310,2310,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03457069396972656,0.03457069396972656,1.0,,0.4815862581731832,0.4514871170373592,True,True,True,False,1,proxy_request_received_to_first_real_decode_chunk,483.24016292826855,501.4309880207293,501.4309880207293,488.18673162168125,505.74149400927126,58.130801580398206,58.168191143075035,58.168191143075035,604.108125,9665.73,5419.642,4246.088,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788170959.7536101,1788170992.9771495,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
036-prefill_heavy-P_search-r02,prefill_heavy,P_search,P,2,0,14,2310,2310,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.0152587890625,0.0152587890625,1.0,,0.4819297278404623,0.4819297278404623,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,479.73018094489817,494.6984749985859,494.6984749985859,484.11462367948843,499.3422080297023,58.12411782348396,58.15067303104563,58.15067303104563,604.5935625,9673.497,5427.342,4246.155000000001,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171044.2780254,1788171077.4778864,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
037-prefill_heavy-P_search-r01,prefill_heavy,P_search,P,1,0,15,2415,2415,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.015974044799804688,0.015974044799804688,1.0,,0.4817482380285762,0.45163897315179014,True,True,True,False,1,proxy_request_received_to_first_real_decode_chunk,480.99922631445224,501.9268119940534,501.9268119940534,485.64608461310854,507.74842099053785,58.13543425098206,58.17649334979554,58.17649334979554,620.6740625,9930.785,5675.96,4254.825000000001,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171129.7482634,1788171162.9606318,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
038-prefill_heavy-P_search-r02,prefill_heavy,P_search,P,2,0,15,2415,2415,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.06985664367675781,0.06985664367675781,1.0,,0.4821159193822444,0.4821159193822444,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,474.7808195024845,492.4759680288844,492.4759680288844,479.3568955028604,497.33226699754596,58.13277759813308,58.152382285149386,58.152382285149386,619.4656875,9911.451,5663.558999999999,4247.892,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171203.848797,1788171237.0358365,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
039-prefill_heavy-D_search-r01,prefill_heavy,D_search,D,1,0,7,2520,2520,975,975,16,2,2,True,closed_loop_batches,2,True,0.02574920654296875,0.02574920654296875,1.0,,0.46847554061481184,0.4391958193263861,True,True,True,False,1,proxy_request_received_to_first_real_decode_chunk,482.8320914966753,501.9269929616712,501.9269929616712,488.36141781066544,507.4754580273293,59.963285252980846,59.98896874601967,59.98896874601967,616.616625,9865.866,6145.171,3720.6949999999997,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171283.703044,1788171317.8563745,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
040-prefill_heavy-D_search-r02,prefill_heavy,D_search,D,2,0,7,2520,2520,975,975,16,2,2,True,closed_loop_batches,2,True,0.03886222839355469,0.03886222839355469,1.0,,0.46861214689501457,0.46861214689501457,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,474.68771131389076,497.63712397543713,497.63712397543713,479.134397010057,502.53645703196526,59.965743951334076,60.01623552329543,60.01623552329543,615.84375,9853.5,6137.218000000001,3716.282,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171358.8095248,1788171392.9528992,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
041-prefill_heavy-D_search-r01,prefill_heavy,D_search,D,1,0,11,2520,2520,1275,1275,16,2,2,True,closed_loop_batches,2,True,0.015020370483398438,0.015020370483398438,1.0,,0.4776821294844708,0.4776821294844708,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,479.64527098520193,496.9820179976523,496.9820179976523,484.51434350499767,504.8090349882841,58.721798115007076,58.7608329203379,58.7608329203379,621.4408125,9943.053,6034.112999999999,3908.94,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171445.9289682,1788171479.4240458,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
042-prefill_heavy-D_search-r02,prefill_heavy,D_search,D,2,0,11,2520,2520,1275,1275,16,2,2,True,closed_loop_batches,2,True,0.01430511474609375,0.01430511474609375,1.0,,0.47697306221491476,0.47697306221491476,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,486.06106687293504,498.3486669952981,498.3486669952981,490.5836435573292,502.5124939857051,58.73224892777563,58.74603119076392,58.74603119076392,622.744375,9963.91,6060.947,3902.9629999999997,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171520.3718956,1788171553.916767,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
043-prefill_heavy-D_search-r01,prefill_heavy,D_search,D,1,0,9,2520,2520,1125,1125,16,2,2,True,closed_loop_batches,2,True,0.0133514404296875,0.0133514404296875,1.0,,0.47392885322614925,0.47392885322614925,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,478.624444000161,491.78876396035776,491.78876396035776,483.02573225737433,496.68170302174985,59.28236849903774,59.37947080995414,59.37947080995414,613.3905625,9814.249,6048.722,3765.527,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171598.4906323,1788171632.250974,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
044-prefill_heavy-D_search-r02,prefill_heavy,D_search,D,2,0,9,2520,2520,1125,1125,16,2,2,True,closed_loop_batches,2,True,0.039577484130859375,0.039577484130859375,1.0,,0.47368329924569863,0.47368329924569863,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,481.2588071945356,493.66956105222926,493.66956105222926,485.7954378676368,497.67975899158046,59.27336060729373,59.31449488880823,59.31449488880823,613.3263125000001,9813.221000000001,6059.059,3754.1620000000003,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171673.2673492,1788171707.045192,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
045-prefill_heavy-D_search-r01,prefill_heavy,D_search,D,1,0,8,2520,2520,1050,1050,16,2,2,True,closed_loop_batches,2,True,0.034332275390625,0.034332275390625,1.0,,0.4718268547946449,0.4718268547946449,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,478.37485207492136,486.3116980413906,486.3116980413906,482.9335690010339,491.24915699940175,59.56860653064463,59.592253142332154,59.592253142332154,611.9549374999999,9791.278999999999,6065.835999999999,3725.443,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171750.6442678,1788171784.5550125,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
046-prefill_heavy-D_search-r02,prefill_heavy,D_search,D,2,0,8,2520,2520,1050,1050,16,2,2,True,closed_loop_batches,2,True,0.03695487976074219,0.03695487976074219,1.0,,0.47161663466902237,0.47161663466902237,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,480.46804369369056,489.36756601324305,489.36756601324305,484.89909887939575,493.1360940099694,59.573538463270765,59.61096728597546,59.61096728597546,612.270875,9796.334,6058.7970000000005,3737.5370000000003,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171826.173877,1788171860.0997372,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
047-prefill_heavy-confirmation-r01,prefill_heavy,confirmation,,1,0,,2520,2520,1050,1050,16,2,2,True,closed_loop_batches,2,True,0.016450881958007812,0.016450881958007812,1.0,,0.4719235375570893,0.4719235375570893,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,477.7479611839226,492.28822998702526,492.28822998702526,482.2308489965508,497.72760597988963,59.57549980655405,59.599430746554084,59.599430746554084,616.20625,9859.3,6127.464,3731.8360000000002,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171902.092656,1788171935.9964533,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
048-prefill_heavy-confirmation-r02,prefill_heavy,confirmation,,2,0,,2520,2520,1050,1050,16,2,2,True,closed_loop_batches,2,True,0.04124641418457031,0.04124641418457031,1.0,,0.47219637661846886,0.47219637661846886,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,475.3396838714252,485.93614698620513,485.93614698620513,479.7822320688283,489.0475500142202,59.56337915966518,59.587866491970736,59.587866491970736,614.4376875,9831.003,6111.735,3719.268,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788171977.0372217,1788172010.9214292,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
049-prefill_heavy-confirmation-r03,prefill_heavy,confirmation,,3,0,,2520,2520,1050,1050,16,2,2,True,closed_loop_batches,2,True,0.03933906555175781,0.03933906555175781,1.0,,0.4721820304853506,0.4721820304853506,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,471.0620157602534,489.8882940178737,489.8882940178737,475.6770258791221,493.87731100432575,59.570337955341934,59.592812698120106,59.592812698120106,613.8488125,9821.581,6082.781,3738.8,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172051.9873586,1788172085.8725955,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
050-prefill_heavy-confirmation-r04,prefill_heavy,confirmation,,4,0,,2520,2520,1050,1050,16,2,2,True,closed_loop_batches,2,True,0.019311904907226562,0.019311904907226562,1.0,,0.4724519954845187,0.4724519954845187,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,456.5857075685926,479.52367702964693,479.52367702964693,460.9233463779674,483.9673120295629,59.58189433427862,59.65278331663401,59.65278331663401,615.11925,9841.908,6099.505,3742.4030000000002,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172127.0748575,1788172160.940732,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
