request_index,request_id,route,prefill_tp,decode_tp,input_tokens,output_tokens,prefill_mhz,decode_mhz,predicted_p99_ttft_ms,forwarding_ttft_ms,forwarding_ttft_slo_met,wait_excluded_ttft_ms,raw_ttft_ms,pre_forward_overhead_ms,prefill_http_ms,prefill_to_decode_dispatch_ms,decode_to_first_chunk_ms,actual_minus_predicted_ms
15,178f65eadde0429399fde6345b89fa41,P0-D2,1,2,512,128,210,360,497.8,567.66,False,190932.8,210932.8,190365.14,340.784,0.08,226.791,69.86
20,0ae672bb4af24b8e84bfdc805832eca0,P1-D0,1,1,512,128,210,570,497.8,540.881,False,186995.617,206995.617,186454.736,341.005,0.176,199.695,43.081
19,e05e1fa8045d433d95d01efeea4331ce,P2-D2,2,2,512,128,210,360,176.9,323.484,True,213275.446,233275.446,212951.962,203.641,0.157,119.683,146.584
24,4c5f7d1af77944d4953963df567a1c23,P0-D0,1,1,512,128,210,570,497.8,541.737,False,213850.88,233850.88,213309.143,340.84,0.157,200.735,43.937
21,2102f7c8f3964f76a196f1d39c0d015a,P2-D2,2,2,512,128,210,360,176.9,321.442,True,238144.609,258144.609,237823.167,202.397,0.157,118.884,144.542
38,4e786e78c5ae42738946ed39f4d36c56,P0-D1,1,1,512,128,210,570,497.8,546.793,False,6381.996,26381.996,5835.203,342.256,0.17,204.364,48.993
25,d9a8d8174c684f96873539e280bb180a,P2-D0,2,1,512,128,210,570,176.9,372.445,True,244038.091,264038.091,243665.646,202.385,0.196,169.859,195.545
22,87249400dcca46fa82876a8216a1b12d,P0-D2,1,2,512,128,210,360,497.8,563.809,False,271321.984,291321.984,270758.175,341.335,0.163,222.307,66.009
28,ac5b5583b4144cd9bae6fdabc1f58411,P2-D0,2,1,512,128,210,570,176.9,370.756,True,242272.418,262272.418,241901.662,200.354,0.149,170.249,193.856
23,dcb079a110134f5a82790c4561ed50f7,P1-D2,1,2,512,128,210,360,497.8,564.972,False,297173.25,317173.25,296608.278,338.99,0.072,225.908,67.172
41,ff6668eb0d2c45e0a3aa0e45bc73458b,P0-D1,1,1,512,128,210,570,497.8,537.338,False,26934.955,46934.955,26397.617,340.139,0.064,197.131,39.538
27,497a829ebea141008af07969a369a56b,P1-D2,1,2,512,128,210,360,497.8,565.071,False,276232.387,296232.387,275667.316,342.301,0.146,222.62,67.271
30,e515bd91e023452193c3cb3280a8f186,P0-D0,1,1,512,128,210,570,497.8,546.02,False,221527.886,241527.886,220981.866,341.802,0.142,204.07,48.22
42,2a32b591fc944ed1a4b43f914ab0188f,P0-D1,1,1,512,128,210,570,497.8,541.215,False,63985.639,83985.639,63444.424,341.769,0.163,199.278,43.415
33,221fcbbd2ad64a79bd3ba4e247af7394,P0-D2,1,2,512,128,210,360,497.8,569.091,False,250350.064,270350.064,249780.973,341.072,0.141,227.874,71.291
44,bc84467b544a47d981cc39fb06c26039,P1-D1,1,1,512,128,210,570,497.8,539.579,False,64060.944,84060.944,63521.365,342.548,0.152,196.874,41.779
34,af2a178b4ccc4c5c896e993c0176c9f1,P1-D2,1,2,512,128,210,360,497.8,566.395,False,255423.145,275423.145,254856.75,341.788,0.066,224.539,68.595
31,9e38438ced814ca2954b116ccec93400,P0-D0,1,1,512,128,210,570,497.8,545.048,False,304462.884,324462.884,303917.836,339.813,0.184,205.047,47.248
35,422899c206714c2ca2da64cd85e27c02,P1-D2,1,2,512,128,210,360,497.8,571.738,False,252822.783,272822.783,252251.045,339.794,0.068,231.87,73.938
32,6e541cbabd0f48b9bf58452f340e5ad1,P2-D0,2,1,512,128,210,570,176.9,381.841,True,306945.443,326945.443,306563.602,206.773,0.148,174.916,204.941
36,edd21a0b9ec24c0d87f2ad78ef341964,P2-D2,2,2,512,128,210,360,176.9,318.654,True,255074.842,275074.842,254756.188,201.697,0.067,116.885,141.754
40,5d948b51c5ff4fedb295ad76e0164f7a,P0-D0,1,1,512,128,210,570,497.8,541.964,False,203632.971,223632.971,203091.007,341.324,0.146,200.49,44.164
37,ee9294df404449fb9d92103843992281,P2-D2,2,2,512,128,210,360,176.9,322.832,True,278041.215,298041.215,277718.383,204.155,0.15,118.522,145.932
39,f47860b66cec4110a8127518db429077,P0-D2,1,2,512,128,210,360,497.8,559.216,False,275612.12,295612.12,275052.904,340.456,0.066,218.687,61.416
43,44fb23802b3143be9828ec9b8afbeebf,P2-D0,2,1,512,128,210,570,176.9,373.598,True,220614.88,240614.88,220241.282,203.292,0.146,170.156,196.698
