window_id,request_index,request_id,trace_id,client_span_id,planned_send_unix_ns,client_ready_unix_ns,actual_send_unix_ns,response_headers_unix_ns,first_token_unix_ns,completed_unix_ns,planned_to_ready_ms,client_queue_delay_ms,send_lag_ms,ttft_ms,tpot_ms,e2e_ms,planned_input_tokens,actual_input_tokens,max_tokens,actual_output_tokens,token_event_count,http_status,response_request_id,outcome,timeout,cancelled,retry_count,attempt_count,response_bytes,error
baseline_3m,55,baseline_3m-00055-50c3f85f23ff,de6f65bb50724e65bb0457b0d4256843,6639afb6071a4857,1785485297739084129,1785485297739977664,1785485297743603078,1785485297836155361,1785485297974032989,1785485299762408157,0.893535,3.625414,4.518949,230.429911,57.6895215483871,2018.805079,32,32,32,32,32,200,baseline_3m-00055-50c3f85f23ff,success,False,False,0,1,12382,
baseline_3m,56,baseline_3m-00056-dbcdc1951459,1495f412282348058da65ed7d41ee887,ecb960d087314b82,1785485298739084129,1785485298741084997,1785485298745068353,1785485298841057882,1785485299010622334,1785485300802807459,2.000868,3.983356,5.984224,265.553981,57.81242338709677,2057.739106,32,32,32,32,32,200,baseline_3m-00056-dbcdc1951459,success,False,False,0,1,12417,
baseline_3m,57,baseline_3m-00057-d279e0886e16,b029aab51bf94c699b67289ab37d4872,b96e8fb6b8544056,1785485299739084129,1785485299740240047,1785485299744054391,1785485299837403490,1785485299991295132,1785485301782951003,1.155918,3.814344,4.970262,247.240741,57.79535067741935,2038.896612,32,32,32,32,32,200,baseline_3m-00057-d279e0886e16,success,False,False,0,1,12385,
baseline_3m,58,baseline_3m-00058-67feb950a622,399b9853e8a14448946bf61e2a3bc115,5441e66a1816410f,1785485300739084129,1785485300740204516,1785485300744232874,1785485300845107428,1785485301028684626,1785485302824987856,1.120387,4.028358,5.148745,284.451752,57.94526548387097,2080.754982,32,32,32,32,32,200,baseline_3m-00058-67feb950a622,success,False,False,0,1,12386,
baseline_3m,59,baseline_3m-00059-6abdf8c7eaad,7c95907c13244de9bcfa79e8be7beafd,0ef71a4114e640fb,1785485301739084129,1785485301739403148,1785485301743554498,1785485301828988807,1785485302008866351,1785485303802358313,0.319019,4.15135,4.470369,265.311853,57.85457941935484,2058.803815,32,32,32,32,32,200,baseline_3m-00059-6abdf8c7eaad,success,False,False,0,1,12386,
baseline_3m,60,baseline_3m-00060-a45e02437f6e,170d388e2e2f4c48b909bf6d0053e1dc,6e6023f0efaf4aaf,1785485302739084129,1785485302739438937,1785485302743191226,1785485302831170228,1785485302990645505,1785485304784882182,0.354808,3.752289,4.107097,247.454279,57.87860248387097,2041.690956,32,32,32,32,32,200,baseline_3m-00060-a45e02437f6e,success,False,False,0,1,12347,
baseline_3m,61,baseline_3m-00061-600dd70843c1,dddd9b61fa8042818f0c162bd4b68512,d67a6f6ab6724103,1785485303739084129,1785485303739794866,1785485303743065875,1785485303830724671,1785485303973047742,1785485305764220879,0.710737,3.271009,3.981746,229.981867,57.77977861290323,2021.155004,32,32,32,32,32,200,baseline_3m-00061-600dd70843c1,success,False,False,0,1,12330,
baseline_3m,62,baseline_3m-00062-f2cab74aea0d,87df4c339ffb449dad475e40c6ce77be,a27e50f8433c4a15,1785485304739084129,1785485304740322836,1785485304744253023,1785485304836017284,1785485305010280346,1785485306804300942,1.238707,3.930187,5.168894,266.027323,57.87163212903226,2060.047919,32,32,32,32,32,200,baseline_3m-00062-f2cab74aea0d,success,False,False,0,1,12385,
baseline_3m,63,baseline_3m-00063-8b012abf5fab,0949e9c0fd714e41b52c0b0a6c050791,c16c195043e443ca,1785485305739084129,1785485305739556103,1785485305743523638,1785485305827321217,1785485305991818071,1785485307786008562,0.471974,3.967535,4.439509,248.294433,57.877112612903225,2042.484924,32,32,32,32,32,200,baseline_3m-00063-8b012abf5fab,success,False,False,0,1,12360,
baseline_3m,64,baseline_3m-00064-a0305e47c34d,e2214c745df94380af88f4e9308c6863,0f543eed51274167,1785485306739084129,1785485306739762245,1785485306743006576,1785485306830525800,1785485306973265784,1785485308764934156,0.678116,3.244331,3.922447,230.259208,57.79575393548387,2021.92758,32,32,32,32,32,200,baseline_3m-00064-a0305e47c34d,success,False,False,0,1,12385,
baseline_3m,65,baseline_3m-00065-2e38cbc854ef,49d80125c8d3473bb334bbcea16c90b5,1d69a91b48734890,1785485307739084129,1785485307740753613,1785485307744753262,1785485307840911196,1785485308012291690,1785485309800989763,1.669484,3.999649,5.669133,267.538428,57.69993783870968,2056.236501,32,32,32,32,32,200,baseline_3m-00065-2e38cbc854ef,success,False,False,0,1,12374,
baseline_3m,66,baseline_3m-00066-d4bb8f70480d,3ef8c82a79e44a94b8220a260ed70fa4,0efe13768def40c2,1785485308739084129,1785485308739894691,1785485308743423063,1785485308822223756,1785485308991292244,1785485310782192444,0.810562,3.528372,4.338934,247.869181,57.77097419354839,2038.769381,32,32,32,32,32,200,baseline_3m-00066-d4bb8f70480d,success,False,False,0,1,12311,
baseline_3m,67,baseline_3m-00067-bd7780e554be,68267591bead431eb4fb768b8143be5c,f94379921caa4919,1785485309739084129,1785485309739556611,1785485309742193058,1785485309821606761,1785485309970588508,1785485311762353882,0.472482,2.636447,3.108929,228.39545,57.79888303225807,2020.160824,32,32,32,32,32,200,baseline_3m-00067-bd7780e554be,success,False,False,0,1,12364,
