request_id,workload_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-xpyd_feedback_table_2p2d_255386-0022,prefill_medium,1024,64,64,P1,D1,397.3041559802368,62.07914523769259,62.07512809510624,4308.29030595487,306.4880210440606,3997.6252570049837,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0023,prefill_heavy,2048,64,64,P1,D1,2985.208755999338,58.08559482610445,58.08141682618519,6644.601230043918,373.20609303424135,3747.487727960106,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0024,decode_medium,128,128,128,P1,D1,185.95157901290804,55.95452511796772,55.952495535538624,7292.176268994808,106.93645797437057,7181.242564984132,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0025,decode_heavy,128,256,256,P1,D1,188.69484000606462,56.031664576399706,56.029173988145864,14476.76930698799,110.84196099545807,14361.518746009097,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0026,balanced_medium,512,128,128,P1,D1,216.27243905095384,56.401135015400406,56.39911889727411,7379.216586006805,134.84081701608375,7238.87147102505,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0027,both_heavy,2048,256,256,P1,D1,471.4852590113878,58.14835373335062,58.14714095299589,15299.315461015794,377.3879029904492,14917.702350008767,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0028,small_light,128,64,64,P1,D1,2694.5731500163674,58.7722303647001,58.76806385663619,6397.223662992474,119.74682402797043,3781.205954030156,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0029,prefill_medium,1024,64,64,P1,D1,410.3216590010561,62.08771723876929,62.083575555810796,4321.847845043521,312.85082298563793,4004.7905760002322,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0030,prefill_heavy,2048,64,64,P1,D1,2965.011768974364,58.087527889588344,58.08319319095019,6624.52602601843,382.1954309823923,3747.930481971707,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0031,decode_medium,128,128,128,P1,D1,191.08035700628534,55.95844506293418,55.956338196772876,7297.802879998926,111.81900597875938,7181.925069948193,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0032,decode_heavy,128,256,256,P1,D1,193.6282619717531,56.0276331608275,56.02660042361594,14480.674717982765,114.76242198841646,14361.843543010764,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0033,balanced_medium,512,128,128,P1,D1,211.22534101596102,56.40024124410033,56.39818566163826,7374.055979016703,130.33125101355836,7239.696456992533,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0034,both_heavy,2048,256,256,P1,D1,472.97882504062727,58.14920164685806,58.14809405094232,15301.025244989432,380.11821697000414,14916.636309004389,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0035,small_light,128,64,64,P1,D1,3890.241485030856,58.78805112655437,58.782928539181334,7593.888706003781,119.84977399697527,3779.531636973843,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0036,prefill_medium,1024,64,64,P1,D1,411.7532520322129,62.07450399995737,62.07055617437979,4322.447004029527,312.2649969882332,4006.195418012794,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0037,prefill_heavy,2048,64,64,P1,D1,639.6364590036683,65.76931234892636,65.76440457092036,4783.103136986028,536.3485039561056,4242.341694014613,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0038,decode_medium,128,128,128,P1,D1,3260.14563604258,55.95413812593828,55.95182387367272,10366.321178036742,119.89431903930381,7181.1787220067345,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0039,decode_heavy,128,256,256,P1,D1,199.34036501217633,56.03012194898089,56.029085082221115,14487.021462002303,121.84416101081297,14361.160576052498,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0040,balanced_medium,512,128,128,P1,D1,219.71794601995498,56.40053720484803,56.39823781891074,7382.586171035655,138.52164999116212,7240.071098029148,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0041,both_heavy,2048,256,256,P1,D1,468.8689819886349,58.148514498116484,58.147368451133005,15296.740179008339,377.81846104189754,14914.920679002535,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0042,small_light,128,64,64,P1,D1,2693.2861029636115,58.76744058748175,58.76284569875145,6395.634859974962,118.90613497234881,3779.6805649995804,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0043,prefill_medium,1024,64,64,P1,D1,413.64075598539785,62.07784926999242,62.07395992093971,4324.54525999492,311.58800196135417,4008.824387972709,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0044,prefill_heavy,2048,64,64,P1,D1,635.2644159924239,65.77093138115569,65.7661538414051,4778.8330930052325,532.9614810179919,4241.5084760286845,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0045,decode_medium,128,128,128,P1,D1,201.27492403844371,58.80474656688299,58.80276026757889,7669.477738032583,120.6931610358879,7544.6951140183955,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0046,decode_heavy,128,256,256,P1,D1,3199.2674279608764,56.03102392165501,56.029976874489485,17487.178527982906,111.57391598680988,14361.091154976748,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0047,balanced_medium,512,128,128,P1,D1,216.63634903961793,56.397742440550054,56.395798401382756,7379.149638989475,135.7715759659186,7239.357159996871,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0048,both_heavy,2048,256,256,P1,D1,471.6395289869979,58.14585241571288,58.144321505838604,15298.831894993782,379.69134998274967,14914.76821800461,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0049,small_light,128,64,64,P1,D1,3978.398384002503,58.776069349343224,58.771958603294536,7681.290753011126,125.3462279564701,3778.6267760093324,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0050,prefill_medium,1024,64,64,P1,D1,414.12513301474974,62.09029271433662,62.08631250774488,4325.813574017957,315.29589102137834,4006.1710809823126,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0051,prefill_heavy,2048,64,64,P1,D1,631.064334011171,65.76613550783978,65.76200942915406,4774.330871005077,528.6181429983117,4241.483797028195,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0052,decode_medium,128,128,128,P1,D1,207.84600102342665,58.81072002358544,58.80862275572992,7676.8074440187775,128.54061799589545,7544.487120001577,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0053,decode_heavy,128,256,256,P1,D1,3023.2868709717877,56.02565574135595,56.024600266634174,17309.829085017554,121.34475499624386,14360.594073019456,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0054,balanced_medium,512,128,128,P1,D1,226.52679501334205,56.40149328355333,56.39876018866794,7389.516442024615,145.94214397948235,7239.333859004546,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0055,both_heavy,2048,256,256,P1,D1,464.59583699470386,58.14782017659323,58.146519211860486,15292.289982025977,374.8398149618879,14913.47432899056,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0056,small_light,128,64,64,P1,D1,3913.0861019948497,58.7718597934803,58.76785092007753,7615.713268984109,133.2500470452942,3779.9335489980876,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0057,prefill_medium,1024,64,64,P1,D1,423.07665798580274,62.151869095581034,62.147928475742304,4338.644411007408,323.0899460031651,4011.53641595738,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0058,prefill_heavy,2048,64,64,P1,D1,630.4875430068932,65.77476920626525,65.77010677724574,4774.298003001604,528.8532199920155,4241.348123992793,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0059,decode_medium,128,128,128,P1,D1,212.39587099989876,58.80597182668701,58.80361091341882,7680.75429298915,131.0554770170711,7545.505154004786,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0060,decode_heavy,128,256,256,P1,D1,215.29667300637811,59.04983152160603,59.048791031362306,15273.003711015917,134.7136680269614,15134.36395698227,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0061,balanced_medium,512,128,128,P1,D1,2970.628752023913,56.40147673195287,56.3994339290515,10133.616296981927,141.62360300542787,7240.322063968051,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0062,both_heavy,2048,256,256,P1,D1,476.2962440145202,58.15305302362414,58.15188579612832,15305.324765038677,382.4391310336068,14918.585464998614,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0063,small_light,128,64,64,P1,D1,2986.6796919959597,58.78008426987522,58.77544700042419,6689.825000998098,133.62009299453348,3782.0938539807685,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0064,prefill_medium,1024,64,64,P1,D1,426.1889589834027,62.10045315905489,62.09624322253235,4338.517508003861,319.4072030019015,4014.0029080212116,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0065,prefill_heavy,2048,64,64,P1,D1,636.9322509854101,65.77529780943655,65.77114263523578,4780.7760129799135,533.6883239797316,4242.668258026242,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0066,decode_medium,128,128,128,P1,D1,212.5609409995377,58.809798756269664,58.80767681890747,7681.405383045785,130.3655689698644,7547.005685977638,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0067,decode_heavy,128,256,256,P1,D1,212.57658203830943,59.051224203807685,59.05014933726075,15270.63875400927,132.8837629989721,15133.924975991249,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0068,balanced_medium,512,128,128,P1,D1,2708.4731679642573,56.39762721275617,56.395501889724756,9870.971823984291,144.56628198968247,7240.55159103591,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0069,both_heavy,2048,256,256,P1,D1,474.02122197672725,58.1476844315344,58.14672791782547,15301.680752018001,380.4117200197652,14917.110470007174,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0070,small_light,128,64,64,P1,D1,2673.1297069927678,58.78166358784905,58.77702255615048,6376.374513027258,132.26893899263814,3782.826811017003,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0071,prefill_medium,1024,64,64,P1,D1,422.20268899109215,62.1548908733068,62.151791380962266,4337.960814009421,324.18835000135005,4009.781916043721,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0072,prefill_heavy,2048,64,64,P1,D1,634.4881330151111,65.7663350473971,65.76236145984795,4777.767241001129,532.0554780191742,4241.687876987271,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0073,decode_medium,128,128,128,P1,D1,208.0483909812756,58.80501585843877,58.802987149582925,7676.285405003,126.0850959806703,7546.247284044512,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0074,decode_heavy,128,256,256,P1,D1,210.66468401113525,59.049243058817574,59.04805741167865,15268.221664009616,129.87497897120193,15134.27647901699,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0075,balanced_medium,512,128,128,P1,D1,265.1144390110858,60.23785825195451,60.23576375606697,7915.3224370093085,180.70836598053575,7730.398152023554,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0076,both_heavy,2048,256,256,P1,D1,3583.712444000412,58.13494828237476,58.13392503141407,18408.124256005976,379.12639597197995,14916.001234028954,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0077,small_light,128,64,64,P1,D1,2939.988204976544,58.77443174609825,58.770461841338566,6642.777404980734,131.8686440354213,3781.655782018788,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0078,prefill_medium,1024,64,64,P1,D1,420.96380394650623,62.16662771452869,62.16384315889122,4337.4613499618135,324.1997419972904,4009.5504309865646,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0079,prefill_heavy,2048,64,64,P1,D1,636.0228909761645,65.7659971426862,65.76195328555528,4779.280710965395,532.4554999824613,4242.43317899527,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0080,decode_medium,128,128,128,P1,D1,215.69039998576045,58.80906824416694,58.8069752520537,7684.442066994961,132.1139329811558,7548.187242005952,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0081,decode_heavy,128,256,256,P1,D1,202.0629200269468,59.0482877135989,59.04686156450314,15259.376286994666,121.14607804687694,15134.127645986155,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0082,balanced_medium,512,128,128,P1,D1,259.5611329888925,60.239154937141755,60.23710955935347,7909.933810005896,174.31208997732028,7731.575632002205,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0083,both_heavy,2048,256,256,P1,D1,3597.9070820030756,58.13800283529631,58.13695498440853,18423.097805003636,382.8571319463663,14914.82303000521,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0084,small_light,128,64,64,P1,D1,2877.3927609436214,58.77900533359646,58.774915238332355,6580.470096960198,121.99687899556011,3780.8284559869207,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0085,prefill_medium,1024,64,64,P1,D1,423.5435730079189,62.13879568265781,62.13457649204111,4338.287701015361,325.1110530109145,4008.787960978225,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0086,prefill_heavy,2048,64,64,P1,D1,639.570300001651,65.7664592385233,65.76239884117736,4782.8572320286185,537.1318659745157,4241.607290983666,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0087,decode_medium,128,128,128,P1,D1,195.47195301856846,58.80497606273183,58.80289604726035,7663.703912985511,114.07696298556402,7545.5762799829245,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0088,decode_heavy,128,256,256,P1,D1,196.06479804497212,59.0498085998857,59.04858100374101,15253.765991015825,112.76023701066151,15136.918244010303,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0089,balanced_medium,512,128,128,P1,D1,251.78826798219234,60.24189566135568,60.23970437804457,7902.5090169743635,167.10372100351378,7731.2609200016595,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0090,both_heavy,2048,256,256,P1,D1,630.4181590094231,66.00635161157697,66.00530730587813,17462.03781996155,527.6041170000099,16930.089979956392,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0091,small_light,128,64,64,P1,D1,201.65568497031927,58.78425125468759,58.77977079390327,3905.0635140156373,119.67473203549162,3781.1190340435132,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0092,prefill_medium,1024,64,64,P1,D1,384.63827403029427,62.0922060639021,62.088069174298276,4296.447256056126,293.12515596393496,3999.1320890258066,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0093,prefill_heavy,2048,64,64,P1,D1,606.8892519688234,65.77009142890188,65.7654090799273,4750.405011989642,502.740916039329,4243.378046026919,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0094,decode_medium,128,128,128,P1,D1,199.75711597362533,58.80405917336548,58.802011771600576,7667.872630991042,118.27194300713018,7545.59157602489,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0095,decode_heavy,128,256,256,P1,D1,237.04281903337687,59.04678572927985,59.045737247010145,15293.973179999739,152.0541409845464,15136.626592022367,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0096,balanced_medium,512,128,128,P1,D1,256.9116199738346,60.24335486599882,60.24104070081559,7907.817687955685,171.9041140167974,7731.783632014412,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0097,both_heavy,2048,256,256,P1,D1,646.3559959665872,66.0025705060666,66.00208341180547,17477.01147501357,539.2213899758644,16933.161396998912,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0098,small_light,128,64,64,P1,D1,206.9715450052172,58.77912963467044,58.77784282497559,3910.056711989455,124.9040539842099,3781.354659004137,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0099,prefill_medium,1024,64,64,P1,D1,409.85980100231245,62.11473550813805,62.11065171408423,4323.0881380150095,310.94464694615453,4008.037704974413,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0100,prefill_heavy,2048,64,64,P1,D1,637.3718690010719,65.77263030201375,65.76800888906868,4781.047578027938,533.1424190080725,4243.692486023065,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0101,decode_medium,128,128,128,P1,D1,211.11031202599406,58.806524165139685,58.8044998658579,7679.538880998734,130.20312099251896,7545.302302984055,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0102,decode_heavy,128,256,256,P1,D1,212.92477898532525,59.0482245649065,59.04718079608774,15270.222043036483,132.28164799511433,15133.842864015605,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0103,balanced_medium,512,128,128,P1,D1,270.2032829984091,60.23679322821609,60.234775661314856,7920.276022981852,183.1600459991023,7733.044263964985,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0104,both_heavy,2048,256,256,P1,D1,637.4564790166914,66.00497603124262,66.00394029416802,17468.725366983563,531.1865929979831,16932.682442013174,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0105,small_light,128,64,64,P1,D1,202.0108249853365,58.78450011091661,58.77985623812983,3905.4343319730833,120.93298498075455,3780.3694210015237,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0106,prefill_medium,1024,64,64,P1,D1,409.91351200500503,62.06957560350439,62.06508034965881,4320.296775025781,310.02771394560114,4006.1186070088297,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0107,prefill_heavy,2048,64,64,P1,D1,638.3884489769116,65.75532552383336,65.75106884193947,4780.973956978414,532.3768280213699,4244.450932950713,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0108,decode_medium,128,128,128,P1,D1,199.37456102343276,58.808932480526956,58.80673518899359,7668.108986050356,118.04368701996282,7546.079792024102,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0109,decode_heavy,128,256,256,P1,D1,196.85782602755353,59.04848767061006,59.04744596074463,15254.222182033118,116.50875199120492,15133.751737012062,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0110,balanced_medium,512,128,128,P1,D1,256.0909030144103,60.23925580322655,60.23698084250709,7906.4763900241815,169.16007996769622,7733.23516297387,True,True
phase3c-xpyd_feedback_table_2p2d_255386-0111,both_heavy,2048,256,256,P1,D1,633.5934230010025,66.00570393721665,66.00451219607802,17465.047926991247,530.2101880079135,16930.51087798085,True,True
